ID,Title,Link,Image,Description,Ingredients,Directions,Prep Time,Cook Time,Video,Related Recipes,Average Ratings,Num Ratings,Date
5034,Zesty Salsa,https://www.tostitos.ca/recipes/zesty-salsa,recipe_hd_zesty-salsa.jpg,"Create the tastiest&nbsp;Zesty Salsa, Tostitos&reg; own Zesty Salsa with step-by-step instructions. Make the best Zesty Salsa for any occasion.","6 green onions, chopped
1 cup Monterey Jack cheese, shredded
1 jalapeño, finely chopped
 1/2 can olives, sliced
 1/4 cup Italian salad dressing
1 jar Tostitos® Salsa
1 bag Tostitos® Restaurant Style tortilla chips","Mix together all ingredients in a bowl.
Refrigerate before serving if desired.",10 minutes,,,"avocado-lime-and-black-bean-salsa,chipotle-salsa,garden-lime-dip",3,3,2016-02-11 13:31:52
5035,Hot Onion and Parmesan Dip,https://www.tostitos.ca/recipes/hot-onion-and-parmesan-dip,recipe_hd_hot-onion-and-parmesan-dip_0.jpg,"Create the tastiest&nbsp;Hot Onion and Parmesan Dip, Tostitos&reg; own Onion Dip Recipe with step-by-step instructions. Make the best Onion Dip Recipe for any occasion.","1 pkg cream cheese
1 cup mayonnaise
2 yellow onions, finely chopped
1 cup Parmesan cheese, grated
2 tsp hot sauce
2 tsp Worcestershire sauce
1 bag Tostitos® Scoops!® tortilla chips","In large bowl, mix cream cheese and mayonnaise.
Stir in remaining ingredients.
Spread mixture into shallow heat&#8209;safe dish.
Bake at 450° F for 15 minutes.",10 minutes,,,"hot-cheese-bake,blue-cheese-scoopsr,artichoke-gratin",4,2,2016-02-11 13:31:52
5036,Sun-dried Tomato and Roasted Red Pepper Dip,https://www.tostitos.ca/recipes/sun-dried-tomato-and-roasted-red-pepper-dip,recipe_hd_sundried-tomato-and-roasted-red-pepper-dip.jpg,"Create the tastiest&nbsp;Sun-Dried Tomato and Roasted Red Pepper Dip, Tostitos&reg; own Roasted Red Pepper Sauce with step-by-step instructions. Make the best Roasted Red Pepper Sauce for any occasion."," 1/4 cup sun-dried tomatoes, drained and chopped
 1/4 cup roasted red peppers, drained and chopped
1 shallot (onion), chopped
1 1/2 tbsp red-wine vinegar
 1/4 cup olive oil
1 bag Tostitos® Multigrain tortilla chips","Blend together all ingredients.
Refrigerate before serving.",10 minutes,,,"roasted-red-pepper-cheesy-dip,mozzarella-boulettes,buffalo-mozzarella-bites",4,1,2016-02-11 13:31:52
5037,Salsa Spinach Dip,https://www.tostitos.ca/recipes/salsa-spinach-dip,recipe_hd_salsa-spinach-dip.jpg,"Create the tastiest&nbsp;Salsa Spinach Dip, Tostitos&reg; own Salsa Spinach Dip with step-by-step instructions. Make the best Salsa Spinach Dip for any occasion.","1 yellow onion, diced
1 clove garlic, finely chopped
1 pkg cream cheese
1 pkg spinach, chopped
1 jar Tostitos® Salsa
1 bag Tostitos® Bite Size Rounds tortilla chips","Heat onion, and garlic in saucepan.
Stir in remaining ingredients on low heat until mixture is hot throughout.
Serve immediately.",10 minutes,,,"garden-lime-dip,lil-tots-spinach-dip,caesar-scoopsr",3,6,2016-02-11 13:31:52
5038,Creamy Cinnamon Fruit Scoops!®,https://www.tostitos.ca/recipes/creamy-cinnamon-fruit-scoops®,recipe_hd_creamy-cinnamon-fruit-scoops.jpg,"Create the tastiest&nbsp;Creamy Cinnamon Fruit Scoops, Tostitos&reg; own Cinnamon Chips Recipe with step-by-step instructions. Make the best Cinnamon Chips Recipe for any occasion.","5 cups assorted fresh fruit, chopped
1 pkg low-fat vanilla yogurt
4 tbsp sugar
1 tbsp ground cinnamon
1 bag Tostitos® Scoops!® Tortilla Chips","Combine fruit in a bowl and place spoonful of mixed fruit in each scoop.
Top with yogurt and sprinkle with cinnamon and sugar.",10 minutes,,https://www.youtube.com/watch?v=vrsyP45Y65c,"cold-melon-salsa,cranberryavocado-scoopsr,watermelon-pico-de-gallo",4,1,2016-02-11 13:31:52
5039,Cold Melon Salsa,https://www.tostitos.ca/recipes/cold-melon-salsa,recipe_hd_cold-melon-salsa.jpg,"Create the tastiest&nbsp;Cold Melon Salsa, Tostitos&reg; own Fruit Salsa Recipe with step-by-step instructions. Make the best Fruit Salsa Recipe for any occasion."," 1/2 honeydew melon
1 cantaloupe
 1/4 jalapeño
 1/4 cup fresh cilantro
2 tbsp fresh lime juice
1 jar Tostitos® salsa
1 bag Oven Baked Tostitos® Scoops!® tortilla chips","Finely chop all fresh ingredients.
In large serving bowl, mix salsa, lime juice and chopped ingredients.
Drain and refrigerate before serving.",10 minutes,,,"creamy-cinnamon-fruit-scoops,cranberryavocado-scoopsr,garden-gazpacho-dip",4,1,2016-02-11 13:31:52
5040,Brie & Cranberry Bites,https://www.tostitos.ca/recipes/brie-cranberry-bites,recipe_hd_brie-and-cranberry-bites.jpg,"Create the tastiest&nbsp;Brie &amp; Cranberry Bites, Tostitos&reg; own Cranberry Brie Bites with step-by-step instructions. Make the best Cranberry Brie Bites for any occasion.","1 pkg Brie cheese, finely sliced
2 cups cranberry sauce
1 bag Tostitos® Scoops!® tortilla chips","Fill each chip with small slice of Brie and bit of cranberry sauce.
Serve heated or chilled as desired.",5 minutes,,https://www.youtube.com/watch?v=2S7l492rfJY,"buffalo-mozzarella-bites,cranberryavocado-scoopsr,caesar-scoopsr",2,14,2016-02-11 13:31:52
5041,Cranberry-Avocado Scoops!®,https://www.tostitos.ca/recipes/cranberry-avocado-scoops®,recipe_hd_cranberryavocado-scoopsr.jpg,"Create the tastiest&nbsp;Cranberry-Avocado Scoops!&reg;, Tostitos&reg; own Cranberry Salsa Dip with step-by-step instructions. Make the best Cranberry Salsa Dip for any occasion.","1 cup dried cranberries
1 orange, for juice
3 green onions, chopped
2 ripe avocados, chopped
1 bag Tostitos® Scoops!® tortilla chips","Blend together cranberries and orange juice.
Add remaining ingredients.
Spoon mixture into Tostitos® Scoops!® tortilla chips and refrigerate until ready to serve.",10 minutes,,,"buffalo-mozzarella-bites,creamy-cinnamon-fruit-scoops,brie-and-cranberry-bites",4,1,2016-02-11 13:31:52
5043,Spicy Cheese with Ground Beef,https://www.tostitos.ca/recipes/spicy-cheese-ground-beef,recipe_hd_spicy-cheese-with-ground-beef.jpg,"Create the tastiest&nbsp;Spicy Cheese with Ground Beef, Tostitos&reg; own Spicy Salsa Recipe with step-by-step instructions. Make the best Spicy Salsa Recipe for any occasion."," 1/2 cup roasted red peppers, finely chopped
1 lb ground beef, cooked
1 jalapeño, finely chopped
3 scallions, finely chopped
1 cup sour cream
 1/2 cup crumbled feta cheese
1 jar Tostitos® Salsa
1 bag Tostitos® Restaurant Style tortilla chips","Add jar of salsa to beef and heat until warm.
Stir in all remaining ingredients.
Put mixture in heat&#8209;safe dish and sprinkle with cheese.
Heat until warm throughout.",10 minutes,,,"roasted-red-pepper-cheesy-dip,mozzarella-boulettes,snappy-salsa-bacon-dip",4,5,2016-02-11 13:31:52
5044,Girlfriend-Friendly Dip,https://www.tostitos.ca/recipes/girlfriend-friendly-dip,recipe_hd_girlfriendfriendly-dip.jpg,"Create the tastiest&nbsp;Girlfriend Friendly 4-Layer Dip, Tostitos&reg; own Refried Bean Dip Recipe with step-by-step instructions. Make the best Refried Bean Dip Recipe for any occasion.","2 cans fat-free refried beans
1 pkg light cream cheese
1 pkg light sour cream
1 pkg Southwest seasoning, to taste
1 clove pressed garlic
1 pkg light Mexican cheese, shredded
1 jar Tostitos® Salsa
1 bag Tostitos® Low Sodium Bite Size Rounds tortilla chips","Spread refried beans on bottom of heat&#8209;safe baking dish.
In separate bowl, mix remaining ingredients (except salsa) and layer onto refried beans.
Top with shredded cheese and heat until cheese is melted.
Top with salsa before serving.",10 minutes,,,"tasty-taco-bean-dip,avocado-lime-and-black-bean-salsa,savoury-veggie-nachos",4,5,2016-02-11 13:31:52
5045,Savoury Veggie Nachos,https://www.tostitos.ca/recipes/savoury-veggie-nachos,recipe_hd_savoury-veggie-nachos.jpg,"Create the tastiest&nbsp;Savoury Veggie Nachos, Tostitos&reg; own Veggie Chip Recipe with step-by-step instructions. Make the best Veggie Chip Recipe for any occasion.","1 onion, finely chopped
1 can beans, drained and rinsed
1 green pepper, chopped
1 cup cheddar cheese, shredded
1 jar Tostitos® Salsa
1 bag Tostitos® Multigrain tortilla chips","Place Tostitos® tortilla chips in heat&#8209;safe dish.
Top with all ingredients.
Heat until cheese is melted.",10 minutes,,,"chili-cheesy-nachos,taco-con-queso-dip,girlfriendfriendly-dip",4,4,2016-02-11 13:31:52
5046,Caesar Scoops!®,https://www.tostitos.ca/recipes/caesar-scoops®,recipe_hd_caesar-scoopsr.jpg,"Create the tastiest&nbsp;Caesar Scoops!&reg;, Tostitos&reg; own Caesar Salad Recipe with step-by-step instructions. Make the best Caesar Salad Recipe for any occasion.","1 Caesar salad, finely chopped
Mozzarella cheese
1 bag Tostitos® Scoops!® tortilla chips","Place chopped Caesar salad into Tostitos® Scoops!® tortilla chips.
Serve immediately.",10 minutes,,,"garden-lime-dip,lil-tots-spinach-dip,girlfriendfriendly-dip",3,3,2016-02-11 13:31:52
5047,Garden Gazpacho Dip,https://www.tostitos.ca/recipes/garden-gazpacho-dip,recipe_hd_garden-gazpacho-dip.jpg,"Create the tastiest&nbsp;Garden Gazpacho Dip, Tostitos&reg; own Easy Gazpacho Recipe with step-by-step instructions. Make the best Easy Gazpacho Recipe for any occasion.","1 cucumber, peeled, seeded and diced
 1/2 yellow bell pepper, seeded and diced
 1/2 green bell pepper, seeded and diced
1 small  red onion, diced
1 clove garlic, minced
1 tbsp lime juice
 1/4 cup minced fresh parsley (optional)
1 jar (473 ml) Tostitos® Salsa
1 bag Tostitos® Multigrain tortilla chips","In a large bowl, combine all ingredients except the parsley.
Chill the mixture in the refrigerator for 15 minutes to let the flavors combine.
Place a rounded teaspoonful of the chilled mixture on each Tostitos® Multigrain tortilla chip.
Sprinkle parsley over each filled chip.
Serve immediately with Tostitos® tortilla chips.",20 minutes,,,"garden-lime-dip,salsa-spinach-dip,girlfriendfriendly-dip",4,3,2016-02-11 13:31:52
5048,Blue Cheese Scoops!®,https://www.tostitos.ca/recipes/blue-cheese-scoops®,recipe_hd_blue-cheese-scoopsr.jpg,"Create the tastiest&nbsp;Blue Cheese Scoops!&reg;, Tostitos&reg; own Blue Cheese Dip Recipe with step-by-step instructions. Make the best Blue Cheese Dip Recipe for any occasion.","1 cup mayonnaise
 1/2 cup sour cream
 3/4 cup crumbled blue cheese
2 tbsp lemon juice
1 red pepper, finely chopped
1 bag Tostitos® Scoops!® tortilla chips","Mix together all ingredients except red pepper.
Put a bit of mixture into each chip and garnish with red pepper.
Serve immediately.",10 minutes,,,"hot-cheese-bake,hot-onion-and-parmesan-dip,blue-cheese-and-chive-dip",3,3,2016-02-11 13:31:52
5049,Artichoke Gratin,https://www.tostitos.ca/recipes/artichoke-gratin,recipe_hd_artichoke-gratin.jpg,"Create the tastiest&nbsp;Artichoke Gratin, Tostitos&reg; own Artichoke Dip Recipe with step-by-step instructions. Make the best Artichoke Dip Recipe for any occasion.","1 cup mayonnaise
1 cup parmesan cheese
1 cup cream cheese
2 cloves garlic (minced)
1 cup grated Monterey Jack cheese
1 can (414 ml) artichoke hearts (chopped)
1 jar Tostitos® Salsa
1 bag Tostitos® Scoops!® Tortilla Chips","Preheat oven to 350° F.
Mix all ingredients excluding half of the Monterey Jack cheese.
Put a teaspoon of dip in each Tostitos® Scoops!® tortilla chip and sprinkle with remaining cheese.
Bake at 350° F for 5 minutes.
Garnish with Tostitos® Salsa and serve.",15 minutes,,,"tasty-taco-bean-dip,black-bean-nachos,brie-and-cranberry-bites",4,5,2016-02-11 13:31:52
5050,Avocado & Cherry Tomato Multigrain Scoops!®,https://www.tostitos.ca/recipes/avocado-cherry-tomato-multigrain-scoops®,recipe_hd_avocado-and-cherry-tomato-multigrain-scoops.jpg,"Create the tastiest&nbsp;Avocado &amp; Cherry Tomato Multigrain Scoops!&reg;, Tostitos&reg; own Avocado Dip Recipe with step-by-step instructions. Make the best Avocado Dip Recipe for any occasion.","2 avocados, mashed
⅓ cup yogurt
8 drops hot sauce
2 cups cherry tomatoes, coarsely chopped
 1/2 red onion, finely chopped
 1/4 cup chopped fresh cilantro
2 tbsp fresh lemon juice
salt & pepper
1 bag Tostitos® Multigrain Scoops!® tortilla chips","Place the avocado in a bowl.
Add the yogurt and stir to combine.
Add hot sauce to taste.
In another bowl, combine tomato, onion, cilantro and lemon juice.
Season with salt and pepper.
Spoon the avocado mixture into each Scoops!® tortilla chip.
Top with the tomato mixture and serve.",10 minutes,,,"buffalo-mozzarella-bites,caesar-scoopsr,tomato-avocado-salsa",4,4,2016-02-11 13:31:52
5051,Baked Salsa Ham Roll-Ups,https://www.tostitos.ca/recipes/baked-salsa-ham-roll-ups,recipe_hd_baked-salsa-ham-rollups.jpg,"Create the tastiest&nbsp;Baked Salsa Ham Roll-Ups, Tostitos&reg; own Best Baked Ham Recipe with step-by-step instructions. Make the best Best Baked Ham Recipe for any occasion."," 1/2 cup light cream cheese, softened
2 green onions, sliced
 1/4 tsp salt
4 large flour tortillas
12 slices shaved Black Forest ham
 1/4 tsp pepper
 1/2 cup Tostitos® Salsa
 1/2 bag Tostitos® Multigrain tortilla chips, coarsely broken","In small bowl, combine cheese, Tostitos® Multigrain tortilla chips, onions, salt and pepper; spread evenly over tortillas.
Spread with Tostitos® Salsa.
Top each with 3 slices ham and roll up tightly.
Bake on rimmed baking sheet at 400° F until ends are golden, about 10 minutes.
Cut each diagonally into halves; serve warm.",10 minutes,,,"chili-cheesy-nachos,buffalo-mozzarella-bites,italian-chicken-dip",4,3,2016-02-11 13:31:52
5052,Blue Cheese & Chive Dip,https://www.tostitos.ca/recipes/blue-cheese-chive-dip,recipe_hd_blue-cheese-and-chive-dip.jpg,"Create the tastiest&nbsp;Blue Cheese &amp; Chive Dip, Tostitos&reg; own Blue Cheese Dressing Recipe with step-by-step instructions. Make the best Blue Cheese Dressing Recipe for any occasion.","2 cups sour cream
1 1/2 cups mayonnaise
 1/4 tsp salt
 1/4 cup chunky chopped sweet onion
1 1/2 cups crumbled blue cheese
2 tsp finely chopped chives
 1/4 tsp pepper
1 bag Tostitos® Low Sodium Rounds tortilla chips","Combine sour cream, mayonnaise, salt and pepper; stir well.
Add chopped sweet onion and blue cheese; stir gently.
Sprinkle top with chopped chives.",5 minutes,,,"brie-and-cranberry-bites,garden-gazpacho-dip,western-omelet-bites",4,2,2016-02-11 13:31:52
5053,Brie & Pecan Bites,https://www.tostitos.ca/recipes/brie-pecan-bites,recipe_hd_brie-and-pecan-bites.jpg,"Create the tastiest&nbsp;Brie &amp; Pecan Bites, Tostitos&reg; own Baked Brie Bites with step-by-step instructions. Make the best Baked Brie Bites for any occasion.","Brie
Apricot jam
Pecans, chopped
1 bag Tostitos® Scoops!® tortilla chips","Fill Tostitos® Scoops!® tortilla chips with brie.
Top with apricot jam.
Sprinkle with pecans and place under broiler until cheese has melted.
Be careful not to burn.",5 minutes,,,"lil-tots-spinach-dip,garden-gazpacho-dip,blue-cheese-and-chive-dip",4,6,2016-02-11 13:31:52
5054,Veggie Delight Dip,https://www.tostitos.ca/recipes/veggie-delight-dip,recipe_hd_veggie-delight-dip.jpg,"Create the tastiest&nbsp;Veggie Delight Dip, Tostitos&reg; own Veggie Dip Recipe with step-by-step instructions. Make the best Veggie Dip Recipe for any occasion."," 1/2 cup sour cream
 1/2 cup cream cheese
1 large sweet onion, chopped
 1/4 cup fresh mushrooms, chopped
1 tsp fresh parsley, chopped
1 tsp fresh basil, chopped
1 tsp fresh cilantro, chopped
4 oz fresh spinach, chopped
1 1/2 cups feta cheese, crumbled in chunks
 1/2 tsp salt
 1/2 tsp pepper
1 bag Oven Baked Tostitos® Scoops!® tortilla chips","Mix the sour cream and cream cheese together well.
Add onion, mushrooms, parsley, basil and cilantro, spinach, salt, pepper, feta cheese and stir gently.
Place Oven Baked Tostitos® Scoops!® tortilla chips on a plate, and spoon mixture into each Scoops!® tortilla chip.
Serve and enjoy!",15 minutes,,,"caesar-scoopsr,brie-and-pecan-bites,mexisalad",3,5,2016-02-11 13:31:52
5055,Bug Bites,https://www.tostitos.ca/recipes/bug-bites,recipe_hd_bug-bites.jpg,"Create the tastiest&nbsp;Bug Bites, Tostitos&reg; own Cream Cheese Appetizer with step-by-step instructions. Make the best Cream Cheese Appetizer for any occasion.","1 pkg cream cheese
Food colouring
Green or red apple slices
Candy pieces
Almonds, sliced
Liquorice, sliced
1 bag Tostitos® Multigrain Rounds tortilla chips","Dye cream cheese desired colour.
Form cream cheese into small balls and place one ball on each Tostitos® Multigrain Rounds tortilla chip.
Add one apple slice on each chip to look like mouth, stick in liquorice to look like antennas; stick in two almond slices to look like wings; add small candy pieces to look like eyes.
Enjoy!",5 minutes,,,"creamy-cinnamon-fruit-scoops,froyo-bites,smore-bites",3,1,2016-02-11 13:31:52
5056,Chickpea Salsa,https://www.tostitos.ca/recipes/chickpea-salsa,recipe_hd_chickpea-salsa.jpg,"Create the tastiest&nbsp;Chickpea Salsa, Tostitos&reg; own Chickpea Recipe with step-by-step instructions. Make the best Chickpea Recipe for any occasion.","2 1/2 cups canned chickpeas, rinsed and drained
 1/2 tsp salt
1  1/2 tsp cumin
1 clove garlic, chopped
2 tbsp extra virgin olive oil
1 tsp red pepper flakes or  1/2 a fresh jalapeño, finely chopped
 1/2 cup black olives, pitted and roughly chopped
2 tbsp freshly squeezed lemon juice
 1/4 cup flat leaf parsley
Freshly ground black pepper and salt to taste
1 bag Tostitos® Scoops!® tortilla chips","Garlic paste: Mix salt, garlic and  1/2 a teaspoon of the olive oil to form a paste. Add chilli pepper flakes or jalapeño and chop to combine. Transfer to a small bowl and add remaining olive oil. Set aside.
In a medium bowl, combine chickpeas, olives, and parsley. Add the garlic paste and mix well. Add cumin and lemon juice, stir to combine, then taste for salt and pepper.",10 minutes,,,"tasty-taco-bean-dip,avocado-lime-and-black-bean-salsa,spicy-yogurt-cucumber-dip",4,6,2016-02-11 13:31:52
5057,Chunky Dip,https://www.tostitos.ca/recipes/chunky-dip,recipe_hd_chunky-dip.jpg,"Create the tastiest&nbsp;Chunky Dip, Tostitos&reg; own Cream Cheese Fruit Dip with step-by-step instructions. Make the best Cream Cheese Fruit Dip for any occasion.","1 cup cream cheese, softened
 1/2 cup shredded cheddar
 1/2 cup mayonnaise
 1/2 cup finely chopped apples (red or green)
1 bag Tostitos® Multigrain Rounds tortilla chips","Combine cream cheese and mayonnaise.
Blend well.
Stir in cheddar and apples until just mixed.
Serve with Tostitos® Multigrain Rounds tortilla chips.",5 minutes,,,"hot-onion-and-parmesan-dip,garden-gazpacho-dip,goat-cheese-and-herb-bites",3,3,2016-02-11 13:31:52
