ID,Title,Link,Categories,Image,Description,Ingredients,Directions,Notes,Prep Time,Cook Time,Servings,Video,Related Products,Average Ratings,Num Ratings,Order,Date,Featured
3581,Berry-Licious Lemon Streusel Cake,https://www.quakeroats.ca/recipes/berry-licious-lemon-streusel-cake,Desserts,Berry-Liscious_20Lemon_20Streusel_20Cake-023-min.jpg,"Streusel is German for ""something scattered"" which might apply to a lot of us, trying to balance the demands of work and family. Luckily this cake is simple to make and chock-full of wholesome goodness with raspberries and blueberries and oats. Sit down, relax and enjoy with your family. You deserve it!","1  cup Large Flake Quaker® Oats or Quick Quaker® Oats (uncooked)
1/4  cup firmly packed brown sugar
1/4  cup all-purpose flour
1/4  cup margarine or butter, melted
1  package (18.5 oz.) yellow cake mix
3/4  cup Large Flake Quaker® Oats or Quick Quaker® Oats (uncooked)
1  cup water
1/3  cup plain low-fat yogourt
3  egg whites
1  tablespoon grated lemon peel
1/2  cup fresh raspberries
1/2  cup fresh or frozen blueberries","Heat oven to 350&deg;F. Lightly spray and flour sides and bottom of 13 x 9-inch metal baking pan.
For streusel topping, combine all ingredients in small bowl; mix until crumbly. Set aside.
In large mixer bowl, combine cake mix, oats, water, yogurt, egg whites and lemon peel; blend at low speed until moistened.
Beat at medium speed for 2 minutes. Gently fold berries into batter. Pour batter into pan. Sprinkle streusel evenly over top of batter, patting gently.
Bake 35 to 37 minutes or until wooden pick inserted in centre of cake comes out clean. Cool completely on wire rack.",,,,,,"4231,4239",3,2,312,2015-12-10 14:56:02,0
3582,Best Blueberry Crisp,https://www.quakeroats.ca/recipes/best-blueberry-crisp,Desserts,Best_20Blueberry_20Crisp-032.jpg,The word ‘best’ is a bold word that actually captures the goodness of this recipe perfectly. Blueberries mixed with just the right amount of cinnamon and served piping hot is a dessert you can look forward to after any meal. ,"2 tablespoons granulated sugar OR heat-stable sugar substitute equal to 2 tablespoons sugar
1-1/2 tablespoons all-purpose flour
1 teaspoon ground cinnamon
6 cups fresh or frozen (partially thawed) blueberries
1 teaspoon vanilla
1 cup Large Flake Quaker® Oats or Quick Quaker® Oats (uncooked)
1/3 cup coarsely chopped almonds
2 tablespoons granulated sugar OR heat-stable sugar substitute equal to 2 tablespoons sugar
4 tablespoons (1/2 stick) margarine, melted
1/2 teaspoon ground cinnamon","Heat oven to 350&deg; F. Spray 8-inch square glass baking dish with no-stick cooking spray.
For filling, combine sugar or sweetener, flour and cinnamon in a large bowl; mix well. Add blueberries and vanilla; stir until fruit is evenly coated. Spoon into baking dish.
In small bowl, combine topping ingredients; mix well. Sprinkle evenly over fruit.
Bake 35 to 40 minutes or until topping is golden and filling is bubbly. Serve warm.",,,,,,"4231,4239",2,15,313,2015-12-10 14:56:02,0
3583,Big Dipper Oatmeal Cookies,https://www.quakeroats.ca/recipes/big-dipper-oatmeal-cookies,Desserts,Big_20Dipper_20Oatmeal_20Cookies-009.jpg,"Your kids want chocolate cookies. You want them to have wholesome oatmeal cookies with raisins and nuts. Meet them in the middle with these delicious treats. If your little ones like to help out in the kitchen, we especially recommend letting them do the dipping.","1-1/2  cups all-purpose flour
1  teaspoon baking soda
1  teaspoon ground cinnamon
1/2  teaspoon salt (optional)
1/2  pound (2 sticks) butter or margarine, softened
1  cup firmly packed brown sugar
1/2  cup granulated sugar
2  eggs
1  teaspoon vanilla
3  cups Large Flake Quaker® Oats or Quick Quaker® Oats (uncooked)
1  cup raisins or semi-sweet chocolate chips (optional)
2  cups (12 ounces) semi-sweet chocolate chips
3/4  cup chopped nuts","Heat oven to 350&deg;F.
In medium bowl, combine flour, baking soda, cinnamon and salt; mix well. In large bowl, beat butter and sugars with electric mixer until creamy.
Add eggs and vanilla; beat well. Add flour mixture; mix well. Stir in oats and, if desired, raisins; mix well.
Drop dough by rounded tablespoonfuls onto ungreased cookie sheets.
Bake 10 to 12 minutes or until light golden brown. Cool 1 minute on cookie sheets; remove to wire rack. Cool completely.
Melt chocolate chips according to package directions. Dip half of one cookie in chocolate; gently shake to remove excess. Sprinkle with chopped nuts.
Place on waxed paper until set. Repeat with remaining cookies. If chocolate thickens, microwave at 15-second intervals until fluid. Store cookies with waxed paper between layers in tightly covered container.",,,,,,"4231,4239",0,0,314,2015-12-10 14:56:02,0
3585,Butterscotch Apple Crisp,https://www.quakeroats.ca/recipes/butterscotch-apple-crisp,Desserts,Butterscotch_20Apple_20Crisp-030.jpg,Is there anything better than hot apple crisp on a cold and rainy fall afternoon when the kids are cranky and the front hall is a mess? If your family loves butterscotch and whipped cream it’s even better. The best part is this can be made rain or shine to enjoy with those you love.,"2-1/2  pounds tart apples (about 6 medium), peeled and thinly sliced
1-2/3  cups (11-oz. pkg.) butterscotch chips
1/4  cup firmly packed brown sugar
1/4  cup all-purpose flour
1/2  teaspoon ground cinnamon
1/2  cup all-purpose flour
1/4  cup firmly packed brown sugar
4  tablespoons (1/2 stick) butter or margarine
1  cup chopped nuts
3/4  cup Large Flake Quaker® Oats or Quick Quaker® Oats (uncooked)
Ice cream or whipped cream (optional)","Heat oven to 375&deg;F.
For apple layer, arrange apples in 13 x 9-inch metal baking pan. In small bowl, combine chips, sugar, flour and cinnamon; mix well. Sprinkle over apples.
Bake 20 minutes; remove from oven.
For topping, combine flour and sugar in medium bowl. Cut in butter with pastry blender or two knives until crumbly.
Stir in nuts and oats; sprinkle over apple layer.
Bake 30 to 40 minutes or until apples are tender and topping is lightly browned. Cool slightly. Serve warm with ice cream.",,,,,,"4231,4239",3,4,315,2015-12-10 14:56:02,0
3587,Caramel-Topped Cheesecakes with Oat-Pecan Crust,https://www.quakeroats.ca/recipes/caramel-topped-cheesecakes-oat-pecan-crust,Desserts,Caramel_20Topped_20Cheesecakes_20with_20Oat_20Pecan_20Crust-069-min.jpg,"You know that saying “you can’t have too much of a good thing”? This recipe embraces that thought on every level. Easy to prepare, and totally decadent, this single serve cheesecake might be devoured quickly, but is sure to be talked about for many days to come. ","1-1/2 cups Large Flake Quaker® Oats or Quick Quaker® Oats (uncooked)

1/2 cup finely chopped pecans

1-1/4 cups packed light brown sugar, divided

1/4 cup butter or margarine, melted

2 packages (8 ounces each) cream cheese, softened

1 teaspoon vanilla extract

3  large eggs, at room temperature

1/2 cup sour cream

3/4 cup butterscotch caramel topping

Sea salt
","Heat oven to 375&deg;F.
Line 18 medium muffin cups with foil liners.
In large bowl, combine oats, pecans, 1/2 cup of the brown sugar, and the butter, blending well. Spoon about 2 tablespoons of the mixture into bottom of each foil-lined muffin cup, then press evenly and firmly to form crust.
Bake 8 to 10 minutes, or until golden brown. Remove from oven and cool.
Reduce oven temperature to 325&deg;F.
In large bowl, beat cream cheese on medium-high speed of electric mixer until light and fluffy, scraping bowl occasionally. Add remaining 3/4 cup brown sugar and vanilla; blend well. Add eggs, one at a time, beating just until blended. Add sour cream; mix well. Divide batter evenly among prepared muffin cups.
Bake about 20 to 22 minutes, or just until set.
Cool in pans on wire rack. Chill at least 2 hours.
Just before serving, top each individual cheesecake with scant tablespoon of butterscotch caramel topping (if too thick to spread, place in microwave for a few seconds to soften). Sprinkle a few grains of sea salt over and serve.",,,,,,"4231,4239",0,0,316,2015-12-10 14:56:02,0
3588,Cherry Almond Oatmeal Cake,https://www.quakeroats.ca/recipes/cherry-almond-oatmeal-cake,Desserts,Baked_20Cherry_20Almond_20Oatmeal-016-min_1.jpg,"Moist, delicious and cherry sweet, it’s the perfect dessert to serve after any meal. The velvety filling and almond crunch balance each other out really nicely as well. ","1/4  cup Large Flake Quaker® Oats or Quick Quaker® Oats (uncooked)

2  tablespoons all-purpose flour

2  tablespoons firmly packed brown sugar

1/4  teaspoon ground nutmeg

1  tablespoon margarine, chilled

1/4  cup sliced almonds

One  8-ounce container cherry (fruit on the bottom) low-fat yogourt

1/2  cup granulated sugar

4  egg whites OR 2 eggs, beaten

3  tablespoons margarine, melted

1  teaspoon vanilla

1/2  teaspoon almond extract

1-1/2  cups all-purpose flour

1  cup Large Flake Quaker® Oats or Quick Quaker® Oats (uncooked)

2  teaspoons baking powder

1/2  teaspoon baking soda

1/4  teaspoon salt

1  cup cherry pie filling, divided

","Heat oven to 350&deg;F.
Lightly spray 8-inch square baking pan or 9-inch heart-shaped pan (2 inches deep) with cooking spray.
For topping, combine oats, flour, brown sugar and nutmeg; mix well. Cut in margarine with pastry blender or two knives until mixture resembles coarse crumbs. Stir in almonds; set aside.
For cake, combine yogurt, granulated sugar, egg whites, margarine, vanilla and almond extract in large bowl; mix well. Add combined flour, oats, baking powder, baking soda and salt; mix just until moistened. (Do not overmix.)
Spread half of batter in pan. Drop 1/2 cup pie filling in small spoonfuls randomly over batter. Top with remaining batter. Drop spoonfuls of remaining pie filling over batter; sprinkle evenly with topping.
Bake 45 to 55 minutes or until wooden pick inserted in centre comes out clean.
Cool on wire rack. Serve warm. Store cooled cake tightly covered at room temperature.",,,,,,"4231,4239",0,0,317,2015-12-10 14:56:02,0
3589,Chewy Cocoa Cookies,https://www.quakeroats.ca/recipes/chewy-cocoa-cookies,Desserts,Chewy_20Cocoa_20Cookies-031.jpg,Can&rsquo;t decide what flavour of cookie will really hit the spot? Whip up a batch of these and you won&rsquo;t have to play favourites. They have all the warmth and chew of oatmeal raisin AND the richness of a chocolate biscuit in every bite.,"1/3 cup margarine

1/2 cup sugar

1/2 cup firmly packed brown sugar

2 large egg whites or, 1 egg

1/2 cup skim milk

1 teaspoon vanilla

2 cups Large Flake Quaker® Oats or Quick Quaker® Oats (uncooked)

1 cup all-purpose flour

1/3 cup unsweetened cocoa powder

1-1/2 teaspoons baking powder

1 cup raisins
","Heat oven to 350&deg; F. Lightly spray cookie sheet with non-stick cooking spray.
In large bowl, beat margarine, sugars and egg whites until creamy. Add milk and vanilla; beat well.
In separate bowl, combine oats, flour, cocoa and baking powder; mix well. Add to margarine-sugar mixture; mix well. Stir in raisins.
Bake 10 to 12 minutes or just until set. Cool 1 minute on cookie sheet. Remove to wire rack; cool completely. Store tightly covered.",,,,,,"4231,4239",5,1,318,2015-12-10 14:56:02,0
3590,Chewy Fruit & Oatmeal Cookies ,https://www.quakeroats.ca/recipes/chewy-fruit-oatmeal-cookies,Desserts,ChewyFruitandOatmealCookies.jpg,"Surprise your taste buds with a scrumptious take on the classic oatmeal cookie. Go with raisins if you’re in a traditional mood, or try a mix of dried mixed fruit and cranberries. It’s comfort food with a twist.","3/4 cup firmly packed brown sugar

1/2 cup granulated sugar

1 carton (8 oz.) vanilla or plain low-fat yogourt

2 large egg whites, lightly beaten

2 tablespoons vegetable oil

2 tablespoons fat-free milk

2 teaspoons vanilla

1-1/2 cups all-purpose flour

1 teaspoon baking soda

1 teaspoon ground cinnamon

1/2 teaspoon salt (optional)

3 cups Large Flake Quaker® Oats or Quick Quaker® Oats (uncooked)

1 cup diced dried mixed fruit, raisins, or dried cranberries

","Heat oven to 350&deg; F. In large bowl, combine sugars, yogurt, egg whites, oil, milk and vanilla; mix well. In medium bowl, combine flour, baking soda, cinnamon and salt; mix well. Add to yogurt mixture; mix well.
Stir in oats and dried fruit. Drop dough by rounded tablespoonfuls onto ungreased cookie sheets. Bake 12 to 14 minutes or until light golden brown.
Cool 1 minute on cookie sheets; remove to wire rack. Cool completely. Store loosely covered.",,,,,,"4231,4239",3,5,319,2015-12-10 14:56:02,0
3591,Chewy Oatmeal Cookies,https://www.quakeroats.ca/recipes/chewy-oatmeal-cookies,Desserts,Chewy_20Oatmeal_20Cookies-028.jpg,"It might not have the chocolate your sweet tooth is looking for, but the rich brown sugar, spicy cinnamon and tangy raisins do a great job. You’re far less likely to feel guilty after eating more than you should. ","1-1/4 cups firmly packed brown sugar
1 cup (2 sticks) margarine, softened
1/2 cup granulated sugar
2 eggs
2 teaspoons vanilla
1-3/4 cups all‑purpose flour
3/4 cup Quaker® Unprocessed Bran
1-1/2 teaspoons ground cinnamon
1 teaspoon baking soda
1/2 teaspoon salt (optional)
2-1/2 cups Large Flake Quaker® Oats or Quick Quaker® Oats (uncooked)
1-1/3 cups diced dried mixed fruit or raisins","Heat oven to 375&deg; F.
Beat brown sugar, margarine and granulated sugar with electric mixer until creamy. Add eggs and vanilla; beat well.
In a separate bowl, combine flour, bran, cinnamon, baking soda and salt; mix well. Add to margarine-sugar mixture; mix well. Stir in oats and dried fruit; mix well.
Drop by rounded measuring tablespoonfuls about 2 inches apart onto ungreased cookie sheets. Bake 9 to 10 minutes, until light golden brown. (Centres will be soft.)
Cool 1 minute on cookie sheets, remove to wire rack. Cool completely. Store tightly covered.",,,,,,"4231,4239",4,9,320,2015-12-10 14:56:02,0
3592,Chewy Oatmeal Spice Bars,https://www.quakeroats.ca/recipes/chewy-oatmeal-spice-bars,Desserts,Chewy_20Oatmeal_20Spice_20Bars-023-min.jpg,"Fill your home with the comforting scent of vanilla, the spicy bite of cinnamon and nutmeg, the cosy sweetness of brown sugar and toasty oats, and just a hint of apple. It’s the warm welcome only the oven-fresh baking smell can create.","3/4  cup firmly packed brown sugar

1/2  cup granulated sugar

4  tablespoons margarine

3/4  cup apple butter or apple sauce

2  egg whites or 1 egg

2  tablespoons skim milk

2  teaspoons vanilla

1-1/2  cups all-purpose flour

1  teaspoon baking soda

1  teaspoon ground cinnamon

1/2  teaspoon salt (optional)

1/4  teaspoon ground nutmeg (optional)

3  cups Large Flake Quaker® Oats or Quick Quaker® Oats (uncooked)

1  cup raisins or diced dried mixed fruit
","Heat oven to 350&deg;F. Lightly spray 13 x 9 inch baking pan with no-stick cooking spray.
Beat together sugars and margarine until well blended. Add apple butter, egg whites, milk and vanilla; beat well.
Add combined flour, baking soda, cinnamon, salt and nutmeg; mix well. Stir in oats and raisins; mix well. (Dough will be moist.)
Press dough onto bottom of baking pan.
Bake 30 to 35 minutes or until light golden brown. Cool completely in pan. Store in tightly covered container.","Variations:
For a no-fat-added cookie, omit margarine and increase apple butter to 1 cup; and continue as recipe directs. Look for apple butter in the jam and jelly section of the supermarket.
For drop cookies, drop dough by rounded tablespoonfuls onto cookie sheets sprayed with cooking spray. Bake 10 to 12 minutes or until edges are light golden brown. Cool 1 minute on cookie sheets; remove to wire rack. Cool completely.
",,,,,"4231,4239",3,2,321,2015-12-10 14:56:02,0
3593,Choco Peanut Butter Bars,https://www.quakeroats.ca/recipes/choco-peanut-butter-bars,Desserts,Choco_20Peanut_20Butter_20Bars-018.jpg,"Once upon a time, somebody discovered what a perfect match chocolate and peanut butter make. We&rsquo;ve upped the ante and added oats to the equation in these delectable bars. Three&rsquo;s a crowd? Not anymore.","1  cup firmly packed brown sugar

1/2  cup (1 stick) butter or margarine, softened

1/2  cup peanut butter

1  egg

1  teaspoon vanilla

1  cup all-purpose flour

1/2  teaspoon baking soda

1-1/2  cups Large Flake Quaker® Oats or Quick Quaker® Oats (uncooked)

1  cup (6 ounces) semi-sweet chocolate pieces
","Heat oven to 350&deg;F.
Beat brown sugar, margarine and peanut butter until creamy.
Add egg and vanilla; beat well. Add flour and baking soda; mix well.
Stir in oats and chocolate pieces.
Spread into ungreased 13x9-inch baking pan.
Bake 20 to 25 minutes or until golden brown and edges pull away from sides of pan. Cool completely. Cut into bars.",,,,,,"4231,4239",4,2,322,2015-12-10 14:56:02,0
3595,Baker’s Dozen Pretzel Pops,https://www.quakeroats.ca/recipes/baker’s-dozen-pretzel-pops,Desserts,_2317_20Bakers_20Dozen.jpg,Cake pops are a great way to serve up tasty treats to your family. Decorate them with your children&#39;s favourite candies and enjoy the well-deserved sound of silence that comes with little mouths full of sweet homemade goodness.,"3/4 cup butter or margarine, softened
1 package [4 serving size] chocolate flavour instant pudding
1/3 cup firmly packed brown sugar
1/4 cup granulated sugar
1 egg, lightly beaten
tablespoons chocolate syrup
cups Large Flake Quaker® Oats or Quick Quaker® Oats (uncooked)
1/2 cup all-purpose flour*
1/2 teaspoon baking soda
13 Rold Gold® pretzel rod halves (each about 4 inches long)
Assorted small candies, candy sprinkles, coloured sugar
","Heat oven to 375&ordm;F. In large bowl, beat butter, pudding mix, sugars, egg and chocolate syrup until creamy. Add combined oats, flour and baking soda; mix well. Shape dough into 13 balls, about 1-1/2 inches in diameter. (*If dough is too sticky to shape, stir in flour by teaspoonfuls until easy to handle.)
Place 2 inches apart on large parchment-lined cookie sheets; flatten slightly. Decorate as desired with candies and sugar.
Bake 12 to 14 minutes or until edges of cookies are set. [Do not overbake] Immediately insert cut end of a pretzel stick half into centre of each cookie; hold pretzel stick for a few seconds to secure. Cool 10 minutes on cookie sheets; remove to wire rack. Cool completely. Store tightly covered.",Metric: Oven Temp: 190&deg;C Pretzel length: 10 cm&nbsp;,20 to 25 minutes,15 minutes,,,"4231,4239",5,2,323,2015-12-10 14:56:02,0
3596,Baby Bear Breads with Honey Butter,https://www.quakeroats.ca/recipes/baby-bear-breads-honey-butter,Desserts,BabyBearBreads.jpg,"Honey, brown sugar and oats, oh my! This might just be the cutest thing to come out of your bread machine ever. Bake it now and enjoy with the whole family or freeze for later, either way this future favourite is bound to be one your family can&#39;t bear to be without.","3 teaspoons quick-rising yeast
2 cups bread flour
1-1/2 cups whole wheat flour
1 cup Large Flake Quaker® Oats or Quick Quaker® Oats (uncooked)
1/3 cup sunflower seed kernels (optional)
1/3 cup firmly packed brown sugar
1-1/2 teaspoons ground cinnamon
1 teaspoon salt
1-1/2 cups  low-fat milk
1  egg, lightly beaten
5 tablespoons stick butter or margarine, melted
Assorted raisins and other chopped dried fruits
Honey butter (recipe follows)","Bring all ingredients to room temperature by letting them stand on the counter about 30 minutes.
Place yeast in bread machine according to directions in manual. In medium bowl, combine both flours, oats, sunflower seeds, brown sugar, cinnamon and salt. In separate bowl, combine milk, egg and butter.
Place dry and liquid ingredients in bread machine according to manual. Use machine&rsquo;s dough setting to mix and knead. (Bread will not bake in machine.)
Lightly grease 2 cookie sheets. Turn dough out of bread machine onto lightly floured surface. Knead 6 to 8 times.
To make bears, roll pieces of dough into four 2-1/2-inch balls for bodies, four 1-1/2-inch balls for heads, sixteen 1-inch balls for hands and feet and eight 3/4-inch balls for ears. On cookie sheets, gently place balls together to form 2 bears on each sheet. Use raisins to make eyes, nose, and other decorations. Cover; let rise in warm place 15 to 20 minutes or until nearly double in size.
Heat oven to 375&deg;F.
Bake bear breads 12 to 15 minutes or until light golden brown.
Carefully remove bears from cookie sheets to wire racks. Cool completely.
Store tightly wrapped up to 1 day. Freeze for longer storage. Serve with honey butter.","Conventional Directions:

In large bowl, combine 1-1/2 cups bread flour, whole wheat flour, oats, sunflower seeds, brown sugar, yeast, cinnamon and salt.
Heat milk and butter until very warm (120&deg;F to 130&deg;F). Add to flour mixture with egg and blend on low speed of electric mixer until moistened.
Beat 3 minutes at medium speed. Stir in enough additional bread flour (about 1/2 to 1 cup) until a soft dough is formed and the dough begins to clear the sides of the bowl.
Turn dough out onto lightly floured surface. Knead 5 to 8 minutes or until smooth and elastic. Shape dough into ball; place in greased bowl, turning once.
Cover; let rise in warm place 30 minutes or until doubled in size. Punch dough down. Cover; let rest 10 minutes. Shape into bears and bake as directed above.

Honey Butter:&nbsp;In small bowl, combine 8 tablespoons (1 stick) softened butter or margarine and 3 tablespoons honey; mix until smooth. Store tightly covered in refrigerator.",,,,,"4231,4239",5,1,324,2015-12-10 14:56:02,0
3597,Chewy Blond Brownies,https://www.quakeroats.ca/recipes/chewy-blond-brownies,Desserts,Chewy_20Blonde_20Brownies-011-min.jpg,"Make over your classic brownie and go blond. Full of gooey chocolate and crunchy nuts, these are the decadent squares you love, but with a chewy infusion of nutritious oats. As delicious as the original but a lot more fun.","2/3 cup (1 1/3 sticks) margarine or butter, softened
1‑1/4 cups firmly packed brown sugar
1‑1/3 cups Large Flake Quaker® Oats or Quick Quaker® Oats (uncooked)
1‑1/3 cups all‑purpose flour
2 eggs
1/2 cup semi‑sweet chocolate pieces
1/2 cup chopped nuts
2 teaspoons vanilla
3/4 teaspoon baking soda
1/2 teaspoon salt (optional)","Heat oven to 350&deg; F. Grease 13 x 9-inch baking pan.
In large bowl, beat margarine and sugar until fluffy.
Add remaining ingredients; mixwell. Spread into prepared pan.
Bake 25 to 30 minutes or until golden brown. Cool; cut into bars.","Variation: For iced brownies, sprinkle 2 cups chocolate chips over brownies immediately after baking. Let stand 10 minutes; spread melted chocolate chips evenly with spatula. Cool completely before cutting.
Chill Time: 30 min",20 min ,30 min ,,,"4231,4239",3,3,325,2015-12-10 14:56:02,0
3598,Queen of Hearts Frozen Berry Tart ,https://www.quakeroats.ca/recipes/queen-hearts-frozen-berry-tart,Desserts,QueenofHeartsFrozenBerryTart.jpg,"These cool customers are fit for a king. Or Queen.  Vanilla ice cream and smooth fruit sorbet fill decadent oat and almond crusts, topped by sweet raspberries and syrup. Arrange on a tray and share with your loyal subjects. ","1-1/4  cups Large Flake Quaker® Oats or Quick Quaker® Oats (uncooked)
1/2  cup all-purpose flour
1/3  cup baking cocoa
1/3  cup firmly packed brown sugar
1/4  cup finely chopped almonds
8  tablespoons (1 stick) margarine or butter, melted
1  quart vanilla ice cream
1  pint (2 cups) raspberry or strawberry sorbet
1/2  pint fresh raspberries OR 1 package (10-oz.) frozen raspberries in syrup, thawed","Heat oven to 350&deg;F. Lightly spray 9-inch spring-form pan with cooking spray.
In large bowl, combine oats, flour, cocoa, brown sugar and almonds; mix well. Add margarine; mix well (mixture will be crumbly). Press oat mixture firmly onto bottom and about 1-inch upsides of pan.
Bake 11 to 12 minutes or until centre feels firm but springs back when lightly touched. Place pan on wire rack; cool completely.
Soften ice cream and sorbet by placing at room temperature 10 to 15 minutes. (Sorbet will soften faster than the ice cream.)
Spoon ice cream and sorbet onto cooled crust, alternating spoonfuls of ice cream and sorbet. Using spoon or knife, swirl ice cream and sorbet together, creating a marbled effect.
Smooth top of dessert. Cover and freeze until firm, about 4 hours, or as long as 3 days.
Remove dessert from freezer 10 to 15 minutes before serving. Using a sharp knife, cut into wedges. Spoon raspberries and syrup over individual servings. Store tightly covered in freezer.",Sorbet gives this dessert a rich fruit flavour. Raspberry or strawberry sherbet may also be used.,,,,,"4231,4239",5,2,326,2015-12-10 14:56:02,0
3600,Best Oatmeal Cookies,https://www.quakeroats.ca/recipes/best-oatmeal-cookies,Desserts,Quaker_27s_20Best_20Oatmeal_20Cookies-016.jpg,"Company&rsquo;s coming over and you forgot to pick up dessert. No problem. Give yourself a break by turning to this bakes-under-ten-minutes version of a classic goody. Oatmeal cookies are a true favourite, but you&rsquo;ll love them even more when you can prepare these while changing into your party outfit.","1-1/4  cups (2-1/2 sticks) margarine or butter, softened
3/4  cup firmly packed brown sugar
1/2  cup granulated sugar
1  egg
1  teaspoon vanilla
1-1/2  cups all-purpose flour
1  teaspoon baking soda
1  teaspoon ground cinnamon
1/2  teaspoon salt (optional)
1/4  teaspoon ground nutmeg
3  cups Large Flake Quaker® Oats or Quick Quaker® Oats (uncooked)","Heat oven to 375°F. In large bowl, beat margarine and sugars until creamy. Add egg and vanilla; beat well. Add combined flour, baking soda, cinnamon, salt and nutmeg; mix well. Add oats; mix well.
Drop dough by rounded tablespoonfuls onto ungreased cookie sheets.
Bake 8 to 9 minutes for a chewy cookie or 10 to 11 minutes for a crisp cookie. Cool 1 minute on cookie sheets; remove to wire rack. Cool completely. Store tightly covered.","Cook’s Notes
HIGH ALTITUDE ADJUSTMENT: Increase flour to 1-3/4 cups and bake as directed.

Variations
BAR COOKIES: Press dough onto bottom of ungreased 13 x 9-inch baking pan. Bake 25 to 30 minutes or until light golden brown. Cool completely in pan on wire rack. Cut into bars. Store tightly covered. 
24 BARS VARIATIONS: Stir in 1 cup raisins or chopped nuts. Omit spices; stir in 1 cup semi-sweet chocolate chips, butterscotch chips or peanut butter-flavoured chips.
",,,,,"4231,4239",3,25,327,2015-12-10 14:56:02,0
3602,Apple Oatmeal Spice Cookies,https://www.quakeroats.ca/recipes/apple-oatmeal-spice-cookies,Desserts,Apple_20Oatmeal_20Spice_20Cookies-035-min.jpg,"It&rsquo;s a classic oatmeal cookie with something a little bit special. With a hint of nutmeg, these cookies are perfect to pack up in a holiday treat tin and give as a gift. Of course, they taste just as delicious all year round.","1-1/2  cups all-purpose flour

1  teaspoon baking soda

1  teaspoon ground cinnamon

1/2  teaspoon salt (optional)

1/4  teaspoon ground nutmeg (optional)

3/4  cup firmly packed brown sugar

1/2  cup granulated sugar

4  tablespoons (1/2 stick) margarine, softened

3/4  cup apple butter or applesauce

2  egg whites OR 1 egg

2  tablespoons fat-free milk

2  teaspoons vanilla

3  cups Large Flake Quaker® Oats or Quick Quaker® Oats (uncooked)

1  cup diced dried mixed fruit or raisins

","Heat oven to 350&deg;F. Lightly spray cookie sheets with cooking spray.
In medium bowl, combine flour, baking soda, cinnamon, salt and nutmeg; mix well. In large bowl, beat sugars and margarine until well blended.
Add apple butter, egg whites, milk and vanilla; beat well. Stir in flour mixture; mix well. Stir in oats and dried fruit; mix well. (Dough will be moist.)
Drop dough by rounded tablespoonfuls onto prepared cookie sheets.
Bake 10 to 12 minutes or until edges are light golden brown. Cool 1 minute on cookie sheets; remove to wire rack. Cool completely. Store tightly covered.",Look for apple butter in the jam and jelly section of the supermarket.,,,,,"4231,4239",4,5,328,2015-12-10 14:56:02,0
3604,Apple Raisin Scones,https://www.quakeroats.ca/recipes/apple-raisin-scones,Desserts,Apple_20Raisin_20Scones-013-min.jpg,"There's nothing like waking up to the wonderful smell of apple, raisin and cinnamon. These sweet scones are perfect for a lazy Sunday morning when it's just you, the paper and a cup of coffee. Or, freeze them for later and enjoy their hearty goodness on a busy morning too.    ","1-1/2 cups all-purpose flour
1/4 cup sugar
1 tablespoon baking powder
1 teaspoon cinnamon
1/3 cup cold margarine (in sticks; not vegetable oil spread) or butter
1 cup Quaker® Oat Bran hot cereal
2/3 cup (3 oz) finely chopped dried apples
1/2 cup raisins
1/2 cup water
2 large egg whites, beaten","Heat oven to 400&deg; F. Lightly spray cookie sheet with non-stick cooking spray, or oil lightly.
In large bowl, combine flour, sugar, baking powder and cinnamon. Using a pastry cutter or 2 knives, cut in margarine until mixture resembles coarse crumbs. Stir in oat bran, apples and raisins.
Combine water and egg whites; add to flour mixture, mixing just until moistened. Shape dough to form a ball. Turn out onto lightly floured surface; knead gently 6 times.
Pat into 9-inch circle on prepared cookie sheet. Score dough into eight wedges; do not separate. Bake 18 to 20 minutes or until light golden brown. Break apart; serve warm with jelly, jam or fruit preserves.",,,,,,4203,3,12,329,2015-12-10 14:56:02,0
