ID,Category,Name,Link,Image,Description,Ingredients,Alert,Portion,Nutrition Facts,Order,Featured
9191,Life<sup>®</sup> Cereal,Quaker<sup>®</sup> Life<sup>®</sup> Cinnamon Cereal,https://www.quakeroats.ca/products/quaker®-life®-cinnamon-cereal,Quaker_Life Cinnamon_ENG.png,"<p>You don't have to be a kid to love the sweet and crunchy goodness of Quaker<sup>&reg;</sup> Life<sup>&reg;</sup> Cinnamon cereal, and you don't have to be a grown-up to appreciate the whole grain Quaker<sup>&reg;</sup> Oats baked inside of each square! Wholesome, with just the right touch of sweetness, Quaker<sup>&reg;</sup> Life<sup>&reg;</sup> Cinnamon cereal is a nutritious and delicious choice for everyone.</p><ul><li>Made with 100% Canadian Quaker<sup>&reg;</sup> oats</li><li>Low in saturated fat</li><li>Source of ten essential nutrients</li></ul>","Whole grain quaker oats, sugar, corn flour, whole grain wheat flour, rice flour, salt, calcium carbonate, cinnamon, sodium phosphate dibasic, colour, caramel colour, bht (preservative), natural flavour.
Vitamins and minerals: iron, niacinamide, thiamine mononitrate (vitamin b1), calcium pantothenate, pyridoxine hydrochloride (vitamin b6), folic acid.",Contains oat and wheat ingredients.,Per ¾ cup (32g),"- Calories 120 
- Fat 1.5g | 2 %
 -- Saturated 0.2g | 1 %
 -- + Trans 0g | 
- Cholesterol  0mg | 
- Sodium 170mg | 7 %
- Carbohydrate 25g | 8 %
 -- Fibre 2g | 8 %
 -- Sugars 8g | 
- Protein 3g | 
- Vitamin A | 0 %
- Vitamin C | 0 %
- Calcium | 10 %
- Iron | 30 %
- Thiamin 50 %
- Niacin | 6 %
- Vitamin B6 | 10 %
- Folate | 8 %
- Pantothenate | 8 %
- Phosphorus | 10 %
- Magnesium | 10 %
- Zinc | 6 %
- Manganese | 40 %
",240,0
9196,Life<sup>®</sup> Cereal,Quaker<sup>®</sup> Life<sup>®</sup> Multigrains Cereal,https://www.quakeroats.ca/products/quaker®-life®-multigrains-cereal,Quaker_Life Multigrains_ENG.png,"<p>You don't have to be a kid to love the sweet and crunchy goodness of Quaker<sup>&reg;</sup> Life<sup>&reg;</sup> Multigrains cereal, and you don't have to be a grown-up to appreciate the whole grain Quaker<sup>&reg;</sup> Oats baked inside of each square! Wholesome, with just the right touch of sweetness, Quaker<sup>&reg;</sup> Life<sup>&reg;</sup> Multigrains cereal is a nutritious and delicious choice for everyone.</p><ul><li>Made with 100% Canadian Quaker<sup>&reg;</sup> oats</li><li>Low in saturated fat</li><li>Source of ten essential nutrient</li></ul>","Oat bran, sugar, whole grain quaker oats, whole grain wheat flour, corn flour, wheat bran, oat hull fibre, sodium bicarbonate, calcium carbonate (thickener), salt, wheat starch, BHT (preservative).
Vitamins and minerals: iron, thiamine mononitrate (vitamin B1), niacinamide, calcium pantothenate, pyridoxine hydrochloride (vitamin B6), folic acid.",Contains oat and wheat ingredients.,Per ¾ cup (30 g),"- Calories 110 
- Fat 1.5g | 2 %
 -- Saturated 0.3g | 2 %
 -- + Trans 0g | 
- Cholesterol  0mg | 
- Sodium 105mg | 4 %
- Carbohydrate 23g | 8 %
 -- Fibre 4g | 16 %
 -- Sugars 5g | 
- Protein 3g | 
- Vitamin A | 0 %
- Vitamin C | 0 %
- Calcium | 6 %
- Iron | 30 %
- Thiamin 45 %
- Niacin | 6 %
- Vitamin B6 | 10 %
- Folate | 8 %
- Pantothenate | 6 %
- Phosphorus | 15 %
- Magnesium | 20 %
- Zinc | 10 %
- Manganese | 60 %
",241,0
9381,Harvest Crunch<sup>®</sup> Cereal,Quaker<sup>®</sup> Harvest Crunch<sup>®</sup> Canadian Maple Granola Cereal,https://www.quakeroats.ca/products/quaker®-harvest-crunch®-canadian-maple-granola-cereal,Quaker_Harvest Crunch Canadian Maple_ENG.png,<p>Add a touch of sweetness to your morning with delicious almonds and crunchy oat clusters wrapped in the sweetness of real Canadian maple syrup. You can enjoy the great taste of Quaker&reg; Harvest Crunch&reg; Canadian Maple granola cereal with milk or yogurt and fresh fruit for a delicious snack any time!</p>,"Whole grain rolled oats, rolled whole wheat, brown sugar, modified milk ingredients, vegetable oil, dried coconut, maple syrup, coconut oil, almonds, salt, natural flavour.","Contains oat, wheat, milk, and almond ingredients.",Per ½ cup (63g),"- Calories 280 
- Fat 9g | 14 %
 -- Saturated 3g | 15 %
 -- + Trans 0g | 
- Cholesterol  0mg | 
- Sodium 45mg | 2 %
- Carbohydrate 45g | 15 %
 -- Fibre 5g | 20 %
 -- Sugars 15g | 
- Protein 6g | 
- Vitamin A | 0 %
- Vitamin C | 0 %
- Calcium | 4 %
- Iron | 10 %
",234,0
9698,Harvest Crunch<sup>®</sup> Cereal,Quaker<sup>®</sup> Harvest Crunch<sup>®</sup> Light & Crisp<sup>®</sup> Raisin Almond Granola Cereal,,Quaker_Harvest_Light Crunch Raisin Almond_ENG.png,"<p> What better way to start your day than with a delicious bowl of Quaker<sup>®</sup> Harvest Crunch<sup>®</sup> Light & Crisp<sup>®</sup> Raisin Almond granola cereal? With sliced almonds and raisins, this crunchy combo will make you start thinking about having it  as part of every meal of the day!<ul> 
<li>30% less fat than our Quaker® Harvest Crunch® Original granola cereal </li><li>Low in sodium</li><\ul></p>","Whole grain rolled oats, rolled whole wheat, raisins coated with sunflower oil, brown sugar, whole grain brown rice flour, modified milk ingredients, coconut oil, honey blend, almonds, dried coconut, sugar, malted barley flour, salt, mixed tocopherols.

Contains oat, wheat, milk, almond, and barley ingredients. 

Every effort is taken to ensure that the ingredients and nutritional information listed on our website is accurate, however, this information may change from time to time. Please always refer to the product package for the most current and accurate ingredient and nutrition information.",,Per ½ cup (45 g),"- Calories 190 
- Fat 4.5g | 7 %
 -- Saturated 3g | 15 %
 -- + Trans 0g | 
- Cholesterol  0mg | 
- Sodium 50mg | 2 %
- Carbohydrate 34g | 11 %
 -- Fibre 3g | 12 %
 -- Sugars 14g | 
- Protein 4g | 
- Vitamin A | 0 %
- Vitamin C | 0 %
- Calcium | 4 %
- Iron | 8 %
",239,1
9441,Quaker<sup>®</sup> Dipps<sup>®</sup> Granola Bars,Quaker<sup>®</sup> Dipps<sup>®</sup> Granola Bars - Vanilla Cream Flavour,https://www.quakeroats.ca/products/quaker®-dipps®-granola-bars-vanilla-cream-flavour,Quaker_Dipps Vanilla Cream_ENG.png,"<p>Looking for something creamy, wholesome, and delicious? Look no further! Crafted from whole grain, Canadian oats, and hints of sweet vanilla cream flavour, Quaker&reg; Dipps&reg; Vanilla Cream flavour granola bars are the perfect indulgent snack! Each decadent bite of sublime, drizzled, velvety sweetness comes in the perfect format for the whole family to try.</p><ul><li>No artificial flavours or colours</li><li>Made with 100% Canadian oats</li><li>Made in Canada from domestic and imported ingredients&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp;&nbsp;</li></ul>","GRANOLA (WHOLE GRAIN ROLLED OATS, ROLLED WHOLE WHEAT, BROWN SUGAR, VEGETABLE OIL, INVERT SUGAR, DRIED COCONUT, HONEY BLEND, BAKING SODA, NATURAL FLAVOUR, MODIFIED MILK INGREDIENTS), CONFECTIONERY DRIZZLE (SUGAR, PALM KERNEL OIL, MODIFIED MILK INGREDIENTS, SHORTENING [PALM KERNEL OIL, PALM OIL], MODIFIED PALM OIL, SOY LECITHIN, NATURAL FLAVOUR), WHOLE GRAIN BROWN RICE CRISPS (WHOLE GRAIN BROWN RICE FLOUR, SUGAR, BARLEY MALT, SALT, MIXED TOCOPHEROLS), GLUCOSE, INVERT SUGAR, BROWN SUGAR, GLYCERIN, SHORTENING (CANOLA, MODIFIED PALM AND PALM KERNEL OIL), GLUCOSE SOLIDS, SALT, SOY LECITHIN, MIXED TOCOPHEROLS, NATURAL FLAVOUR.","CONTAINS OAT, WHEAT, MILK, SOY, AND BARLEY INGREDIENTS.",per bar (30 g),"- Calories 130 
- Total Fat 4g | 6 %
 -- Saturated Fat 2g | 10 %
 -- + Trans 0g | 
- Cholesterol  0mg | 
- Sodium 75mg | 3 %
- Potassium 65mg | 2 %
- Carbohydrate 22g | 7 %
 -- Fibre 1g | 4 %
 -- Sugars 10g | 
- Protein 2g | 
- Vitamin A | 0 %
- Vitamin C | 0 %
- Calcium | 2 %
- Iron | 4 %
",260,1
4230,Quaker Chewy<sup>®</sup> Granola Bars,Quaker Chewy<sup>®</sup> Granola Bars - Apple Fruit Crumble,https://www.quakeroats.ca/products/quaker-chewy®-granola-bars-apple-fruit-crumble,Quaker_Chewy Apple Fruit Crumble_ENG.png,"<p>The delicious taste of apple crumble in a convenient bar you can enjoy anywhere your day takes you. &nbsp;These granola bars are made with 10g of whole grains, no artificial colours or flavours, and with real fruit making them a wholesome and tasty snack for your kids' lunch boxes.</p><p>All Quaker Chewy&reg; granola bars are made with 100% Canadian whole grain oats and made in a peanut free facility.&nbsp;</p>","Granola (quaker rolled oats, rolled whole wheat, brown sugar, barley flakes, sunflower oil, inulin, honey, natural flavour, modified milk ingredients), glucose, dextrose, sugar, glycerin, whole grain brown rice crisps (whole grain brown rice flour, sugar, barley malt, salt, mixed tocopherols), apple purée (water, sugar, dried apples [calcium stearate], apple juice concentrate, malic acid, sodium benzoate), shortening (canola oil, modified palm and palm kernel oils), brown sugar, sorbitol, dehydrated apple nuggets (sulphites, calcium stearate), inulin, salt, cinnamon, natural flavours, pectin, malic acid, water, soy lecithin, bht (preservative).","Contains oat, wheat, barley, milk, sulphite, and soy ingredients. ",Per 1 Bar (26 g),"- Calories 100 
- Fat 2g | 3%
 -- Saturated Fat 0.5g | 2%
 -- + Trans 0g | 
- Cholesterol  0mg | 
- Sodium 50mg | 2%
- Potassium 55mg | 2%
- Carbohydrate 20g | 7%
 -- Fibre 2g | 8%
 -- Sugars 7g | 
 -- Sugar Alcohol 0g | 
- Protein 1g | 
- Vitamin A | 0 %
- Vitamin C | 0 %
- Calcium | 0 %
- Iron | 4 %
",266,1
4201,Quaker<sup>®</sup> Dipps<sup>®</sup> Granola Bars,Quaker<sup>®</sup> Dipps<sup>®</sup> Granola Bars – Chocolate Fudge Flavour,https://www.quakeroats.ca/products/quaker®-dipps®-granola-bars-–-chocolate-fudge-flavour,Quaker_Dipps Chocolate Fudge_ENG.png,"<p>Did someone say chocolate? We did! We've taken our classic Quaker&reg; Dipps&reg; granola bars, infused them with rich chocolatey chunks and drizzled them with even more heavenly chocolate. They also contain whole grain oats. A deliciously indulgent treat for the whole family!</p><ul><li>No artificial flavours or colours</li><li>Source of iron</li><li>Made with real milk chocolate</li><li>Made with 100% Canadian oats</li><li>11g of whole grains per bar</li></ul>","Granola (whole grain rolled oats, rolled whole wheat, brown sugar, vegetable oil, invert sugar, dried unsweetened coconut, honey blend, baking soda, natural flavour, modified milk ingredients), milk chocolate (sugar, cocoa butter, milk powder, chocolate liquor, soy lecithin, polyglycerol polyricinoleate, salt, natural flavour), whole grain brown rice crisps (whole grain brown rice flour, sugar, barley malt, salt, mixed tocopherols), glucose, chocolate chunks (chocolate liquor, sugar, dextrose, soy lecithin, natural flavour), brown sugar, chocolaty drizzle (sugar, modified palm kernel oil, modified palm oil, cocoa, lactose, soy lecithin), glucose solids, invert sugar, glycerin, shortening (canola, palm and palm kernel oil), sorbitol, salt, soy lecithin, bht (preservative), citric acid, water, peanuts, natural flavour. ","Contains oat, wheat, milk, soy barley and peanut ingredients. May contain tree nuts.",Per 1 Bar (30 g),"- Calories 130 
- Fat 4g | 6%
 -- Saturated Fat 2g | 10%
 -- + Trans 0g | 
- Cholesterol  0mg | 
- Sodium 70mg | 3%
- Potassium 70mg | 3%
- Carbohydrate 23g | 8%
 -- Fibre 1g | 4%
 -- Sugars 10g | 
 -- Sugar Alcohol 0g | 
- Protein 2g | 
- Vitamin A | 0 %
- Vitamin C | 0 %
- Calcium | 0 %
- Iron | 6 %
",263,0
4193,Quaker<sup>®</sup> Dipps<sup>®</sup> Granola Bars,Quaker<sup>®</sup> Dipps<sup>®</sup> Granola Bars – Rainbow Chip,https://www.quakeroats.ca/products/quaker®-dipps®-granola-bars-–-rainbow-chip,Quaker_Dipps Rainbow Chip_ENG.png,"<p>Snack time just got a lot more colourful! Not only are each of these exquisite bars dipped in a rich indulgent chocolate coating, they're packed with fun &amp; vibrant rainbow chips. Plus, they contain the goodness of whole grain oats so you can savour every multi-coloured bite.</p><ul><li>No artificial flavours or colours</li><li>Made with real milk chocolate</li><li>Made with 100% Canadian oats</li></ul>","Granola (whole grain rolled oats, rolled whole wheat, brown sugar, vegetable oil, invert sugar, dried unsweetened coconut, honey blend, baking soda, natural flavour, modified milk ingredients), milk chocolate (sugar, cocoa butter, milk powder, chocolate liquor, soy lecithin, polyglycerol polyricinoleate, salt, natural flavour), whole grain brown rice crisps (whole grain brown rice flour, sugar, barley malt, salt, mixed tocopherols), glucose, candy coated chips (chocolate chips, sugar, colour, tapioca dextrin, spirulina extract, beet juice concentrate, carnauba wax, confectioner's glaze), brown sugar, chocolaty drizzle (sugar, modified palm kernel oil, modified palm oil, cocoa, lactose, soy lecithin), glucose solids, invert sugar, glycerin, shortening (canola, palm and palm kernel oil), sorbitol, salt, soy lecithin, bht (preservative), citric acid, water, peanuts, natural flavour.","Contains oat, wheat, milk, soy, barley, and peanut ingredients. May contain tree nuts.",Per 1 Bar (30 g),"- Calories 130 
- Fat 3.5g | 5%
 -- Saturated Fat 1.5g | 8%
 -- + Trans 0g | 
- Cholesterol  0mg | 
- Sodium 70mg | 3%
- Potassium 70mg | 2%
- Carbohydrate 23g | 8%
 -- Fibre 1g | 4%
 -- Sugars 10g | 
 -- Sugar Alcohol 0g | 
- Protein 2g | 
- Vitamin A | 0 %
- Vitamin C | 0 %
- Calcium | 0 %
- Iron | 4 %
",265,0
4209,Quaker<sup>®</sup> Dipps<sup>®</sup> Granola Bars,Quaker<sup>®</sup> Dipps<sup>®</sup> Granola Bars – Peanut Butter,https://www.quakeroats.ca/products/quaker®-dipps®-granola-bars-–-peanut-butter,Quaker_Dipps Peanut Butter_ENG.png,"<p>Chocolate and peanut butter collide in this outrageous twist on our classic Quaker&reg; granola bars. Each flavourful bar is coated in a sumptuous layer of peanut butter, then dipped in rich milk chocolate for a flavour that can't be beat. And&hellip;they're made with whole grain oats!&nbsp;</p><ul><li>No artificial flavours or colours</li><li>Made with real milk chocolate</li><li>Made with 100% Canadian oats</li></ul>","Milk chocolate (sugar, cocoa butter, milk powder, chocolate liquor, soy lecithin, polyglycerol polyricinoleate, salt, natural flavour), peanut butter (peanuts, palm kernel and palm oil, sugar, partially defatted peanut flour, glucose solids, dextrose, salt, skim milk powder, soy lecithin), granola (whole grain rolled oats, rolled whole wheat, brown sugar, vegetable oil, dried unsweetened coconut, honey blend, baking soda, natural flavour, modified milk ingredients), whole grain brown rice crisps (whole grain brown rice flour, sugar, barley malt, salt, mixed tocopherols), glucose, brown sugar, glucose solids, glycerin, invert sugar, shortening (canola, palm and palm kernel oil), sorbitol, water, salt, soy lecithin, bht (preservative), natural flavour. ","Contains milk, soy, peanut, oat, wheat, and barley ingredients. May contain tree nuts.",Per 1 Bar (31 g),"- Calories 150 
- Fat 7g | 11%
 -- Saturated Fat 3.5g | 18%
 -- + Trans 0g | 
- Cholesterol  0mg | 
- Sodium 90mg | 4%
- Potassium 65mg | 2%
- Carbohydrate 20g | 7%
 -- Fibre 1g | 4%
 -- Sugars 12g | 
 -- Sugar Alcohol 0g | 
- Protein 2g | 
- Vitamin A | 0 %
- Vitamin C | 0 %
- Calcium | 2 %
- Iron | 4 %
",264,0
4210,Quaker<sup>®</sup> Granola Bars,Quaker<sup>®</sup> Quinoa Chocolate Nut Medley Granola Bars,https://www.quakeroats.ca/products/quaker®-quinoa-chocolate-nut-medley-granola-bars,Quaker_Quinoa Chocolate Nut Medley_ENG.png,"<p>Delicious, crispy granola bars made from quinoa - an ancient grain. These light tasting, crispy bars are made with ingredients like almonds, peanuts, cranberries, chocolate and yogurt. Available in Chocolate Nut Medley and Yogurt, Fruit &amp; Nut flavours.</p>","Quinoa, milk chocolate (sugar, cocoa butter, milk powder, chocolate liquor, soy lecithin, polyglycerol polyricinoleate, salt, vanillin), glucose, granola (quaker rolled oats, rolled whole wheat, brown sugar, sunflower oil, dried unsweetened coconut, honey, sodium bicarbonate, natural flavour, modified milk ingredients), whole grain brown rice crisps (whole grain brown rice flour, sugar, barley malt, salt, mixed tocopherols), caramel (glucose, sugar, palm oil, skim milk, glycerin, butter, whey [milk], modified corn starch, salt, mono and diglycerides, natural and artificial flavours, soy lecithin), invert sugar, peanuts, glucose solids, sunflower kernels (sunflower kernels, sunflower oil and/or cottonseed oil), almonds, glycerin, shortening (modified palm kernel oil, modified palm oil), salt, mixed tocopherols.","Contains almond, milk, soy, barley, oat, wheat, and peanut ingredients.
May contain other tree nuts.",Per 1 Bar (35 g),"- Calories 160 
- Fat 6g | 9%
 -- Saturated Fat 2g | 10%
 -- + Trans 0g | 
- Cholesterol  0mg | 
- Sodium 95mg | 4%
- Potassium 70mg | 2%
- Carbohydrate 24g | 8%
 -- Fibre 1g | 4%
 -- Sugars 9g | 
- Protein 2g | 
- Vitamin A | 0 %
- Vitamin C | 0 %
- Calcium | 2 %
- Iron | 4 %
",276,0
4218,Quaker<sup>®</sup> Granola Bars,"Quaker<sup>®</sup> Quinoa Yogurt, Fruit & Nut Granola Bars",https://www.quakeroats.ca/products/quaker®-quinoa-yogurt-fruit-nut-granola-bars,Quaker_Quinoa Yogurt Fruit Nut_ENG.png,"<p>Delicious granola bars made from Quinoa - an ancient grain. These light tasting, crispy bars are made with ingredients like almonds, peanuts, cranberries, chocolate, and yogurt. Available in Chocolate Nut Medley and Yogurt, Fruit &amp; Nut flavours.</p>","Quinoa, yogurt coating (sugar, modified palm kernel and modified palm oil, modified milk ingredients, yogurt powder, soy lecithin, natural flavour, colour, citric acid, salt), glucose, granola (quaker rolled oats, rolled whole wheat, brown sugar, sunflower oil, dried unsweetened coconut, honey, sodium bicarbonate, natural flavour, modified milk ingredients), whole grain brown rice crisps (whole grain brown rice flour, sugar, barley malt, salt, mixed tocopherols), caramel (glucose, sugar, palm oil, skim milk, glycerin, butter, whey [milk], modified corn starch, salt, mono and diglycerides, natural and artificial flavours, soy lecithin), invert sugar, glucose solids, almonds, glycerin, peanuts, dried sweetened cranberry pieces (sugar, cranberries, sunflower oil), raisins coated with hydrogenated cottonseed and/or soybean oil, sunflower kernels (sunflower kernels, sunflower oil and/or cottonseed oil), shortening (modified palm kernel oil, modified palm oil), salt, mixed tocopherols.","Contains almond, milk, soy, peanut, oat, wheat, and barley ingredients.
May contain other tree nuts.",Per 1 Bar (35 g),"- Calories 150 
- Fat 5g | 8%
 -- Saturated Fat 2.5g | 13%
 -- + Trans 0g | 
- Cholesterol  0mg | 
- Sodium 105mg | 4%
- Potassium 80mg | 2%
- Carbohydrate 24g | 8%
 -- Fibre 1g | 4%
 -- Sugars 10g | 
- Protein 2g | 
- Vitamin A | 0 %
- Vitamin C | 0 %
- Calcium | 6 %
- Iron | 2 %
",277,0
4222,Quaker Chewy<sup>®</sup> Granola Bars,Quaker Chewy<sup>®</sup> Granola Bars - Raspberry Fruit Crumble,https://www.quakeroats.ca/products/quaker-chewy®-granola-bars-raspberry-fruit-crumble,Quaker_Chewy Rasberry Fruit Crumble_ENG.png,"<p>With tart raspberry flavour in each bite, every bar is like a little slice of summer. Quaker Chewy&reg; Raspberry Fruit Crumble granola bars are packed with such sweet, delicious flavour you'll swear they're a dessert. That's okay, everyone's wrong sometimes.</p><p>All Quaker Chewy&reg; granola bars are made with 100% Canadian whole grain oats and made in a peanut free facility.&nbsp;</p>","Granola (quaker rolled oats, rolled whole wheat, brown sugar, barley flakes, sunflower oil, inulin, honey, natural flavour, modified milk ingredients), glucose, dextrose, glycerin, sugar, whole grain brown rice crisps (whole grain brown rice flour, sugar, barley malt, salt, mixed tocopherols), raspberry purée (raspberries, sugar, water, malic acid, citric acid, sodium benzoate), shortening (canola oil, modified palm and palm kernel oils), brown sugar, sorbitol, inulin, dehydrated apple nuggets (sulphites, calcium stearate), water, salt, pectin, malic acid, natural and artificial flavour, soy lecithin, colour, bht (preservative).","Contains oat, wheat, barley, milk, sulphite, and soy ingredients.",Per 1 Bar (26 g),"- Calories 100 
- Fat 2g | 3%
 -- Saturated Fat 0.5g | 2%
 -- + Trans 0g | 
- Cholesterol  0mg | 
- Sodium 45mg | 2%
- Potassium 55mg | 2%
- Carbohydrate 20g | 7%
 -- Fibre 2g | 8%
 -- Sugars 7g | 
 -- Sugar Alcohol 0g | 
- Protein 1g | 
- Vitamin A | 0 %
- Vitamin C | 0 %
- Calcium | 0 %
- Iron | 2 %
",272,0
4226,Quaker<sup>®</sup> Granola Bars,Quaker<sup>®</sup> Yogurt Strawberry Granola Bars,https://www.quakeroats.ca/products/quaker®-yogurt-strawberry-granola-bars,Quaker_Yogurt Strawberry_ENG.png,"<p>YWith a smooth, creamy yogurt coating and wholesome 100% whole grain Quaker oats, our Yogurt Strawberry Granola Bars are a match made in snack heaven! With 10% of your daily recommended calcium, these bars are a great snack for the whole family.</p>","Granola (quaker rolled oats, rolled whole wheat, brown sugar, sunflower oil, invert sugar, dried unsweetened coconut, honey, sodium bicarbonate, natural flavour, modified milk ingredients), yogurt coating (sugar, modified palm kernel and modified palm oil, modified milk ingredients, yogurt powder, soy lecithin, natural flavour, colour, citric acid, salt), glucose, invert sugar, whole grain brown rice crisps (whole grain brown rice flour, sugar, barley malt, salt, mixed tocopherols), brown sugar, glycerin, shortening (canola oil, modified palm and palm kernel oils), corn flakes (milled corn, sugar, salt, barley malt), modified milk ingredients, oat flour, rice flour, freeze-dried strawberry granules (glucose syrup [wheat], strawberries, fructose, modified potato starch, sodium alginate), glucose solids, sorbitol, salt, sugar, modified corn starch, soy lecithin, natural flavour, barley malt, sodium bicarbonate, bht (preservative), citric acid, water.","Contains oat, wheat, milk, soy, and barley ingredients. May contain peanuts and tree nuts.",Per 1 Bar (35 g),"- Calories 150 
- Fat 4.5g | 7%
 -- Saturated Fat 2.5g | 12%
 -- + Trans 0g | 
- Cholesterol  0mg | 
- Sodium 115mg | 5%
- Potassium 95mg | 3%
- Carbohydrate 25g | 8%
 -- Fibre 1g | 4%
 -- Sugars 11g | 
 -- Sugar Alcohol 0g | 
- Protein 2g | 
- Vitamin A | 0 %
- Vitamin C | 0 %
- Calcium | 10 %
- Iron | 4 %
",279,0
4234,Quaker<sup>®</sup> Granola Bars,Quaker<sup>®</sup> Yogurt Vanilla Granola Bars ,https://www.quakeroats.ca/products/quaker®-yogurt-vanilla-granola-bars,Quaker_Yogurt Vanilla_ENG.png,"<p>Few things go as good together as yogurt and granola. And when you taste our Vanilla Yogurt granola bars for the first time, you'll agree &ndash; the smooth, creamy texture of vanilla yogurt combined with 100% whole grain Quaker Oats creates one tasty snack. Contains 10% of your daily recommended calcium.</p>","Granola (quaker rolled oats, rolled whole wheat, brown sugar, sunflower oil, invert sugar, dried unsweetened coconut, honey, sodium bicarbonate, natural flavour, modified milk ingredients), yogurt coating (sugar, modified palm kernel and modified palm oil, modified milk ingredients, yogurt powder, soy lecithin, natural flavour, colour, citric acid, salt), glucose, invert sugar, whole grain brown rice crisps (whole grain brown rice flour, sugar, barley malt, salt, mixed tocopherols), brown sugar, glycerin, shortening (canola oil, modified palm and palm kernel oils), corn flakes (milled corn, sugar, salt, barley malt), modified milk ingredients, oat flour, rice flour, glucose solids, sorbitol, salt, sugar, modified corn starch, soy lecithin, natural flavour, barley malt, sodium bicarbonate, bht (preservative), citric acid, water.","Contains oat, wheat, milk, soy, and barley ingredients. May contain peanuts and tree nuts.",Per 1 Bar (35 g),"- Calories 150 
- Fat 4.5g | 7%
 -- Saturated Fat 2.5g | 12%
 -- + Trans 0g | 
- Cholesterol  0mg | 
- Sodium 115mg | 5%
- Potassium 100mg | 3%
- Carbohydrate 25g | 8%
 -- Fibre 1g | 4%
 -- Sugars 11g | 
 -- Sugar Alcohol 0g | 
- Protein 2g | 
- Vitamin A | 0 %
- Vitamin C | 0 %
- Calcium | 10 %
- Iron | 4 %
",280,0
4241,Quaker<sup>®</sup> Granola Bars,Quaker<sup>®</sup> Yogurt Blueberry Flavour Granola Bars,https://www.quakeroats.ca/products/quaker®-yogurt-blueberry-flavour-granola-bars,Quaker_Yogurt Blueberry_ENG.png,"<p>Yogurt and granola are the best of friends. And the smooth, creamy texture of blueberries and yogurt coating combined with 100% whole grain Quaker Oats creates one tasty snack. Throw them in your kids' lunch box as a tasty lunchtime surprise. Then give yourself one as a treat for being such a great parent. With 10% of your daily recommended calcium, this is a snack the whole family can enjoy!</p>","Granola (quaker rolled oats, rolled whole wheat, brown sugar, sunflower oil, invert sugar, dried unsweetened coconut, honey, sodium bicarbonate, natural flavour, modified milk ingredients), yogurt coating (sugar, modified palm kernel and modified palm oil, modified milk ingredients, yogurt powder, soy lecithin, natural flavour, colour, citric acid, salt), glucose, invert sugar, whole grain brown rice crisps (whole grain brown rice flour, sugar, barley malt, salt, mixed tocopherols), brown sugar, glycerin, shortening (canola oil, modified palm and palm kernel oils), corn flakes (milled corn, sugar, salt, barley malt), modified milk ingredients, oat flour, rice flour, freeze-dried blueberry granules (glucose syrup [wheat], blueberries, sodium alginate), glucose solids, sorbitol, salt, sugar, modified corn starch, soy lecithin, natural flavour, barley malt, sodium bicarbonate, bht (preservative), citric acid, water.","Contains oat, wheat, milk, soy, and barley ingredients. May contain peanuts and tree nuts.",Per 1 Bar (35 g),"- Calories 150 
- Fat 4.5g | 7%
 -- Saturated Fat 2.5g | 12%
 -- + Trans 0g | 
- Cholesterol  0mg | 
- Sodium 115mg | 5%
- Potassium 95mg | 3%
- Carbohydrate 25g | 8%
 -- Fibre 1g | 4%
 -- Sugars 11g | 
 -- Sugar Alcohol 0g | 
- Protein 2g | 
- Vitamin A | 0 %
- Vitamin C | 0 %
- Calcium | 10 %
- Iron | 4 %
",278,0
4248,Quaker<sup>®</sup> Granola Bars,Quaker<sup>®</sup> Oatmeal to Go<sup>®</sup> Cinnamon Roll Oatmeal Bars,https://www.quakeroats.ca/products/quaker®-oatmeal-go®-cinnamon-roll-oatmeal-bars,Quaker_Oatmeal To Go Cinnamon Roll_ENG.png,"<p>Now you can squeeze everything you love about Quaker oatmeal into your day any time you want. Each Oatmeal to Go Cinnamon Roll bar gives you the whole grain benefits of the Quaker oatmeal you know and love. And with the rich flavour of delicious cinnamon rolls baked into each moist and chewy bar, we know you're going to love them!</p>","Granola (whole grain rolled oats [with oat bran], brown sugar, rolled whole wheat, honey, sunflower oil, salt, modified milk ingredients), glucose, glycerin, inulin, vanilla icing (sugar, hydrogenated palm kernel oil, coconut oil, soy lecithin, salt, artificial flavour), invert sugar, shortening (canola oil, modified palm and palm kernel oils), raisin paste, brown sugar, cinnamon, natural and artificial flavours, caramel colour (sulphites), soy lecithin, bht (preservative).","Contains milk, oat, wheat, soy, and sulphite ingredients.
May contain peanuts and tree nuts.",Per 1 Bar (40 g),"- Calories 170 
- Fat 4g | 6%
 -- Saturated Fat 1.5g | 7%
 -- Carbohydrate 0g | 
- Cholesterol  0mg | 
- Sodium 100mg | 4%
- Carbohydrate 30g | 10%
 -- Fibre 4g | 16%
 -- Soluble Fibre 3g | 
 -- Insoluble Fibre 1g | 
 -- Sugars 9g | 
- Protein 3g | 
- Vitamin A | 0 %
- Vitamin C | 0 %
- Calcium | 2 %
- Iron | 6 %
",275,0
