nid,title,langcode,sponsor,url,Category,SubCategory,Keywords
1650,CHEETOS<sup>®</sup> FLAMIN' HOT<sup>®</sup> Elotes,en-us,CHEETOS,https://www.tastyrewards.com/en-us/recipes/cheetosr-flamin-hotr-elotes,Holiday & Special Occasion Recipes | Meal Time Recipes | Snack Recipes,Game Day Recipes | Appetizer & Salad Recipes | Spicy Recipes,Side dish|Entertaining|Appetizer|Super Bowl|Superbowl|Basketball|Football|Game Day|Snack|Treat|Spicy|Cinco de Mayo
1662,CHEETOS<sup>®</sup> FLAMIN' HOT<sup>®</sup> Limón Chicken Tacos,en-us,CHEETOS,https://www.tastyrewards.com/en-us/recipes/cheetosr-flamin-hotr-limon-chicken-tacos,Meal Time Recipes | Meal Time Recipes,Dinner Recipes | Lunch Recipes,Sandwich|Dinner|Lunch|Main dish|Chicken|Poultry|Spicy|Cinco de Mayo|Meat
1652,Cheetos<sup>®</sup> Grilled Cheese + Tomato Soup,en-us,CHEETOS,https://www.tastyrewards.com/en-us/recipes/cheetosr-grilled-cheese-tomato-soup,Meal Time Recipes | Snack Recipes | Meal Time Recipes,Lunch Recipes | Cheesy Recipes | Dinner Recipes,Cheese|Cheesy|Dinner|Lunch|Main dish|Soup|Vegetables
1664,CHEETOS<sup>®</sup> Meatballs,en-us,CHEETOS,https://www.tastyrewards.com/en-us/recipes/cheetosr-meatballs,Meal Time Recipes | Meal Time Recipes | Snack Recipes,Lunch Recipes | Dinner Recipes | Cheesy Recipes,Cheese|Cheesy|Dinner|Lunch|Main dish
1655,CHEETOS<sup>®</sup> Sweet 'N' Spicy Chili Meatballs,en-us,CHEETOS,https://www.tastyrewards.com/en-us/recipes/cheetosr-sweet-n-spicy-chili-meatballs,Meal Time Recipes | Snack Recipes | Snack Recipes,Appetizer & Salad Recipes | Spicy Recipes | Cheesy Recipes,Side dish|Entertaining|Appetizer|Cheese|Cheesy|Snack|Treat|Spicy
1658,CHEETOS<sup>®</sup> XXTRA FLAMIN' HOT<sup>®</sup> Rice Bowl,en-us,CHEETOS,https://www.tastyrewards.com/en-us/recipes/cheetosr-xxtra-flamin-hotr-rice-bowl,Meal Time Recipes | Snack Recipes | Snack Recipes,Dinner Recipes | Spicy Recipes | Cheesy Recipes,Cheese|Cheesy|Dinner|Main dish|Spicy
1665,Chester Cheetah's CHEETOS® Churros,en-us,CHEETOS,https://www.tastyrewards.com/en-us/recipes/chester-cheetahs-cheetosr-churros,Snack Recipes | Snack Recipes | Meal Time Recipes,Bite Size Recipes | Sweet Recipes | Desserts & Sweets Recipes,Entertaining|Desserts|Snack|Treat|Sweet|Cinco de Mayo
1477,Chewy Cheetos® Sugar Cookies,en-us,CHEETOS,https://www.tastyrewards.com/en-us/recipes/chewy-cheetosr-sugar-cookies,Dish Type Recipes | Snack Recipes | Snack Recipes,Cookie Recipes | Cheesy Recipes | Sweet Recipes,Cheese|Cheesy|Cookies|Snack|Treat|Sweet
1276,Crunchy Cheddar Red Pepper Dip,en-us,CHEETOS,https://www.tastyrewards.com/en-us/recipes/crunchy-cheddar-red-pepper-dip,Dish Type Recipes | Meal Time Recipes | Snack Recipes ,Dip Recipes | Appetizer & Salad Recipes | Dip Recipes,Side dish|Entertaining|Appetizer|Snack|Treat|Dip|Crunchy|Vegetables
2216,Flamin' Hot® Mac n Cheese Balls,en-us,CHEETOS,https://www.tastyrewards.com/en-us/recipes/flamin-hotr-mac-n-cheese-balls,Meal Time Recipes | Snack Recipes | Snack Recipes,Appetizer & Salad Recipes | Cheesy Recipes | Spicy Recipes,Side dish|Entertaining|Appetizer|Cheese|Cheesy|Snack|Treat|Mac and Cheese|Spicy|Pasta
1792,FLAMIN’ HOT<sup>®</sup> Gold,en-us,CHEETOS,https://www.tastyrewards.com/en-us/recipes/flamin-hotr-gold,Holiday & Special Occasion Recipes | Meal Time Recipes | Snack Recipes,Game Day Recipes | Appetizer & Salad Recipes | Savory Recipes,Side dish|Entertaining|Appetizer|Super Bowl|Superbowl|Basketball|Football|Game Day|Snack|Treat|Spicy
1668,Hot Chocolate Shake,en-us,CHEETOS,https://www.tastyrewards.com/en-us/recipes/hot-chocolate-shake,Snack Recipes | Meal Time Recipes | Meal Time Recipes,Sweet Recipes | Desserts & Sweets Recipes | Drink & Cocktail Recipes,Hot|Beverages|Cocktails|Drinks|Entertaining|Quick|Desserts|Snack|Treat|Sweet|Chocolate
1795,Jalapeño Cheddar Pop,en-us,CHEETOS,https://www.tastyrewards.com/en-us/recipes/jalapeno-cheddar-pop,Holiday & Special Occasion Recipes | Meal Time Recipes | Snack Recipes,Game Day Recipes | Appetizer & Salad Recipes | Savory Recipes,Side dish|Entertaining|Appetizer|Super Bowl|Superbowl|Basketball|Football|Game Day|Snack|Treat|Spicy
1796,Mac and CHEETOS<sup>®</sup>,en-us,CHEETOS,https://www.tastyrewards.com/en-us/recipes/mac-and-cheetosr,Meal Time Recipes | Meal Time Recipes | Snack Recipes,Dinner Recipes | Lunch Recipes | Cheesy Recipes,Cheese|Cheesy|Dinner|Lunch|Mac and Cheese|Main dish|Pasta
106,Oat and Bean Veggie Burgers,en-us,CHEETOS,https://www.tastyrewards.com/en-us/recipes/oat-and-bean-veggie-burgers,Meal Time Recipes | Meal Time Recipes ,Lunch Recipes | Dinner Recipes,Sandwich|Dinner|Lunch|Main dish|Vegetables|Vegetarian
1657,Puffectly Fried Green Tomatoes,en-us,CHEETOS,https://www.tastyrewards.com/en-us/recipes/puffectly-fried-green-tomatoes,Dish Type Recipes | Meal Time Recipes | Snack Recipes,Salad Recipes | Appetizer & Salad Recipes | Savory Recipes,Side dish|Entertaining|Appetizer|Snack|Treat|Salad|Savory |Vegetables
1661,Spicy CHEETOS<sup>®</sup> Nachos,en-us,CHEETOS,https://www.tastyrewards.com/en-us/recipes/spicy-cheetosr-nachos,Dish Type Recipes | Meal Time Recipes | Snack Recipes,Nacho Recipes | Appetizer & Salad Recipes | Cheesy Recipes,Side dish|Entertaining|Appetizer|Cheese|Cheesy|Nacho|Snack|Treat|Spicy|Cinco de Mayo
1789,Caliente Chile Mix,en-us,Doritos,https://www.tastyrewards.com/en-us/recipes/caliente-chile-mix,Holiday & Special Occasion Recipes | Meal Time Recipes | Snack Recipes,Game Day Recipes | Appetizer & Salad Recipes | Savory Recipes,Side dish|Entertaining|Appetizer|Super Bowl|Superbowl|Basketball|Football|Game Day|Snack|Treat|Savory |Cinco de Mayo
1182,Cheesy Veggie Macaroni Salad,en-us,Doritos,https://www.tastyrewards.com/en-us/recipes/cheesy-veggie-macaroni-salad,Dish Type Recipes | Holiday & Special Occasion Recipes | Meal Time Recipes,Salad Recipes | Spring & Easter Recipes | Appetizer & Salad Recipes,Side dish|Entertaining|Appetizer|Mac and Cheese|Salad|Pasta|Easter|Spring|Summer|4th of July|Vegetables|Memorial Day
2264,DORITOS® Chicken Strips,en-us,Doritos,https://www.tastyrewards.com/en-us/recipes/doritosr-chicken-strips,Holiday & Special Occasion Recipes | Meal Time Recipes,Game Day Recipes | Dinner Recipes,Dinner|Super Bowl|Superbowl|Basketball|Football|Game Day|Main dish|Chicken|Poultry|Meat
2265,DORITOS® Mac and Cheese Balls,en-us,Doritos,https://www.tastyrewards.com/en-us/recipes/doritosr-mac-and-cheese-balls,Meal Time Recipes | Snack Recipes,Dinner Recipes | Cheesy Recipes,Cheese|Cheesy|Dinner|Mac and Cheese|Main dish|Pasta
2206,Doritos® Southwest Style Cheese Dip Recipe,en-us,Doritos,https://www.tastyrewards.com/en-us/recipes/doritosr-southwest-style-cheese-dip-recipe,Dish Type Recipes | Meal Time Recipes | Snack Recipes | Snack Recipes,Dip Recipes | Appetizer & Salad Recipes | Cheesy Recipes | Dip Recipes,Side dish|Entertaining|Appetizer|Cheese|Cheesy|Snack|Treat|Dip
2266,DORITOS® Walking Tacos,en-us,Doritos,https://www.tastyrewards.com/en-us/recipes/doritosr-walking-tacos,Meal Time Recipes | Meal Time Recipes,Dinner Recipes | Lunch Recipes,Sandwich|Dinner|Lunch|Main dish|Cinco de Mayo
1308,DORITOS<sup>®</sup> Leftover Brisket Nachos,en-us,Doritos,https://www.tastyrewards.com/en-us/recipes/doritosr-leftover-brisket-nachos,Dish Type Recipes | Holiday & Special Occasion Recipes ,Nacho Recipes | Game Day Recipes,Nacho|Super Bowl|Superbowl|Basketball|Football|Game Day
1791,DORITOS<sup>®</sup> Nacho Cheese BBQ Brisket Nachos,en-us,Doritos,https://www.tastyrewards.com/en-us/recipes/doritosr-nacho-cheese-bbq-brisket-nachos,Dish Type Recipes | Holiday & Special Occasion Recipes ,Nacho Recipes | Game Day Recipes,Nacho|Super Bowl|Superbowl|Basketball|Football|Game Day|Cheese|Cheesy
1479,Doritos<sup>®</sup> Taco Salad Bowl,en-us,Doritos,https://www.tastyrewards.com/en-us/recipes/doritosr-taco-salad-bowl,Meal Time Recipes | Meal Time Recipes | Dish Type Recipes | Meal Time Recipes,Dinner Recipes | Lunch Recipes | Salad Recipes | Appetizer & Salad Recipes,Side dish|Entertaining|Appetizer|Dinner|Lunch|Main dish|Salad|Cinco de Mayo|Sandwich|Vegetables
142,Easy-Peasy Pizzas,en-us,Doritos,https://www.tastyrewards.com/en-us/recipes/easy-peasy-pizzas,Meal Time Recipes | Meal Time Recipes | Snack Recipes,Dinner Recipes | Lunch Recipes | Cheesy Recipes,Easy|Quick|Cheese|Cheesy|Dinner|Lunch|Main dish|Pizza
2209,Halloween Pumpkin Cheeseball Recipe,en-us,Doritos,https://www.tastyrewards.com/en-us/recipes/halloween-pumpkin-cheeseball-recipe,Snack Recipes | Holiday & Special Occasion Recipes,Cheesy Recipes | Halloween Recipes,Cheese|Cheesy|Halloween|Snack|Treat|Fall
1482,Layered & Loaded Doritos<sup>®</sup> Casserole,en-us,Doritos,https://www.tastyrewards.com/en-us/recipes/layered-loaded-doritosr-casserole,Dish Type Recipes | Meal Time Recipes,Casserole Recipes | Dinner Recipes,Dinner|Casserole|Main dish
107,Layered Doritos<sup>®</sup> Tacos,en-us,Doritos,https://www.tastyrewards.com/en-us/recipes/layered-doritos-tacos,Meal Time Recipes | Meal Time Recipes,Dinner Recipes | Lunch Recipes,Sandwich|Dinner|Lunch|Main dish
168,Zesty Macaroni Salad,en-us,Doritos,https://www.tastyrewards.com/en-us/recipes/zesty-macaroni-salad,Dish Type Recipes | Holiday & Special Occasion Recipes | Meal Time Recipes,Salad Recipes | Spring & Easter Recipes | Appetizer & Salad Recipes,Side dish|Entertaining|Appetizer|Salad|Pasta|Easter|Spring|Summer|Cinco de Mayo|4th of July|Memorial Day
1787,Beef Stroganoff Frito Pie,en-us,FRITOS,https://www.tastyrewards.com/en-us/recipes/beef-stroganoff-frito-pie,Dish Type Recipes | Meal Time Recipes | Meal Time Recipes,Dip Recipes | Dinner Recipes | Lunch Recipes,Entertaining|Dinner|Lunch|Main dish|Beef|Dip|Pie|Meat
2204,Frito-Lay Walking Tacos Recipe,en-us,FRITOS,https://www.tastyrewards.com/en-us/recipes/frito-lay-walking-tacos-recipe,Meal Time Recipes | Meal Time Recipes,Dinner Recipes | Lunch Recipes,Sandwich|Dinner|Lunch|Main dish|Cinco de Mayo
2203,Fritos Slow Cooker Corn Dip Recipe,en-us,FRITOS,https://www.tastyrewards.com/en-us/recipes/fritos-slow-cooker-corn-dip-recipe,Dish Type Recipes | Dish Type Recipes | Meal Time Recipes | Snack Recipes,Casserole Recipes | Dip Recipes | Appetizer & Salad Recipes | Dip Recipes,Side dish|Entertaining|Appetizer|Snack|Treat|Casserole|Dip|Slow Cooker|Pressure Cooker
2268,FRITOS® Taco Salad,en-us,FRITOS,https://www.tastyrewards.com/en-us/recipes/fritosr-taco-salad,Dish Type Recipes | Holiday & Special Occasion Recipes | Meal Time Recipes,Salad Recipes | Spring & Easter Recipes | Appetizer & Salad Recipes,Side dish|Entertaining|Appetizer|Salad|Easter|Spring|Summer|Cinco de Mayo|4th of July|Sandwich|Vegetables|Memorial Day
2269,FRITOS® White Chocolate Popcorn Mix,en-us,FRITOS,https://www.tastyrewards.com/en-us/recipes/fritosr-white-chocolate-popcorn-mix,Holiday & Special Occasion Recipes | Meal Time Recipes | Snack Recipes,Special Occasion Recipes | Desserts & Sweets Recipes | Sweet Recipes,Movie Night|Desserts|Snack|Treat|Sweet|Chocolate
2081,Fritos<sup>®</sup> Burrito,en-us,FRITOS,https://www.tastyrewards.com/en-us/recipes/fritosr-burrito,Holiday & Special Occasion Recipes | Meal Time Recipes | Snack Recipes,Game Day Recipes | Lunch Recipes | Savory Recipes,Sandwich|Lunch|Super Bowl|Superbowl|Basketball|Football|Game Day|Main dish|Savory |Cinco de Mayo
2084,Fritos<sup>®</sup> Chilaquiles,en-us,FRITOS,https://www.tastyrewards.com/en-us/recipes/fritosr-chilaquiles,Dish Type Recipes | Meal Time Recipes | Snack Recipes | Meal Time Recipes | Holiday & Special Occasion Recipes,Salad Recipes | Lunch Recipes | Savory Recipes | Appetizer & Salad Recipes,Side dish|Entertaining|Appetizer|Lunch|Main dish|Salad|Savory |Cinco de Mayo
2267,FRITOS<sup>®</sup> Chili,en-us,FRITOS,https://www.tastyrewards.com/en-us/recipes/fritosr-chili,Dish Type Recipes | Meal Time Recipes | Snack Recipes,Casserole Recipes | Dinner Recipes | Savory Recipes,Dinner|Casserole|Casserole|Main dish|Savory |Cinco de Mayo
1793,Fritos<sup>®</sup> Chili Pie,en-us,FRITOS,https://www.tastyrewards.com/en-us/recipes/fritosr-chili-pie,Meal Time Recipes | Meal Time Recipes | Snack Recipes,Dinner Recipes | Lunch Recipes | Cheesy Recipes,Cheese|Cheesy|Dinner|Lunch|Main dish|Pie|Cinco de Mayo
2085,Fritos<sup>®</sup> Enchilada Skillet Bake,en-us,FRITOS,https://www.tastyrewards.com/en-us/recipes/fritosr-enchilada-skillet-bake,Dish Type Recipes | Snack Recipes | Meal Time Recipes | Meal Time Recipes,Casserole Recipes | Cheesy Recipes | Dinner Recipes | Lunch Recipes,Cheese|Cheesy|Dinner|Lunch|Casserole|Main dish|Cinco de Mayo
2079,Fritos<sup>®</sup> Pie,en-us,FRITOS,https://www.tastyrewards.com/en-us/recipes/fritosr-pie,Snack Recipes | Dish Type Recipes | Meal Time Recipes | Meal Time Recipes,Savory Recipes | Casserole Recipes | Dinner Recipes | Lunch Recipes,Dinner|Lunch|Casserole|Main dish|Savory |Pie
1794,Greek Lamb Gyro Frito Pie,en-us,FRITOS,https://www.tastyrewards.com/en-us/recipes/greek-lamb-gyro-frito-pie,Meal Time Recipes | Meal Time Recipes,Dinner Recipes | Lunch Recipes,Dinner|Lunch|Main dish|Pie
1798,Pizza Supreme Frito Pie,en-us,FRITOS,https://www.tastyrewards.com/en-us/recipes/pizza-supreme-frito-pie,Meal Time Recipes | Meal Time Recipes ,Dinner Recipes | Lunch Recipes,Dinner|Lunch|Main dish|Pizza
2082,Sweet & Salty Fritos<sup>®</sup> Cookies,en-us,FRITOS,https://www.tastyrewards.com/en-us/recipes/sweet-salty-fritosr-cookies,Dish Type Recipes | Meal Time Recipes,Cookie Recipes | Desserts & Sweets Recipes,Desserts|Cookies|Sweet
2080,Tacos in a Bag,en-us,FRITOS,https://www.tastyrewards.com/en-us/recipes/tacos-bag,Meal Time Recipes | Meal Time Recipes,Dinner Recipes | Lunch Recipes,Sandwich|Dinner|Lunch|Main dish|Cinco de Mayo
1804,Vegetarian Thai Curry Frito Pie,en-us,FRITOS,https://www.tastyrewards.com/en-us/recipes/vegetarian-thai-curry-frito-pie,Meal Time Recipes | Meal Time Recipes | Snack Recipes,Dinner Recipes | Lunch Recipes | Spicy Recipes,Vegetables|Vegetarian|Dinner|Lunch|Main dish|Spicy|Pie
2159,Baked 3-Cheese Jalapeño Popper Mac and Cheese with a LAY'S® Poppables™ Creamy Jalapeño Topping,en-us,Lays,https://www.tastyrewards.com/en-us/recipes/baked-3-cheese-jalapeno-popper-mac-and-cheese-laysr-poppablestm-creamy-jalapeno-topping,Snack Recipes | Dish Type Recipes | Meal Time Recipes | Meal Time Recipes,Savory Recipes | Casserole Recipes | Dinner Recipes | Lunch Recipes,Dinner|Lunch|Casserole|Mac and Cheese|Main dish|Spicy|Savory |Pasta
1311,Blackened Chicken Sandwich with Tabasco Pepper Mayo,en-us,Lays,https://www.tastyrewards.com/en-us/recipes/blackened-chicken-sandwich-tabasco-mayo,Meal Time Recipes | Meal Time Recipes | Snack Recipes,Dinner Recipes | Lunch Recipes | Spicy Recipes,Sandwich|Dinner|Lunch|Main dish|Chicken|Poultry|Spicy|Cinco de Mayo|Meat
2236,Cake Batter Dip,en-us,Lays,https://www.tastyrewards.com/en-us/recipes/cake-batter-dip,Dish Type Recipes | Holiday & Special Occasion Recipes | Meal Time Recipes | Snack Recipes,Dip Recipes | Special Occasion Recipes | Desserts & Sweets Recipes | Dip Recipes,Entertaining|Desserts|Snack|Treat|Sweet|Dip|Cake|Birthday
1310,Cheesy Baked Cauliflower,en-us,Lays,https://www.tastyrewards.com/en-us/recipes/cheesy-baked-cauliflower,Snack Recipes | Dish Type Recipes | Meal Time Recipes | Meal Time Recipes | Holiday & Special Occasion Recipes,Cheesy Recipes | Casserole Recipes | Dinner Recipes | Lunch Recipes | Thanksgiving Recipes,Cheese|Cheesy|Dinner|Lunch|Thanksgiving|Casserole|Fall|Main dish
1315,Chocolate-Covered LAY’S Wavy Potato Chips,en-us,Lays,https://www.tastyrewards.com/en-us/recipes/chocolate-covered-laysr-wavy-potato-chips,Snack Recipes | Snack Recipes | Meal Time Recipes,Bite Size Recipes | Sweet Recipes | Desserts & Sweets Recipes,Entertaining|Desserts|Snack|Treat|Sweet|Chocolate|Birthday
1275,Fish sticks Breaded in Lay’s<sup>®</sup> Dill Pickle Flavored Potato Chips,en-us,Lays,https://www.tastyrewards.com/en-us/recipes/fish-sticks-breaded-laysr-dill-pickle-flavoured-potato-chips,Snack Recipes | Meal Time Recipes | Meal Time Recipes | Meal Time Recipes,Savory Recipes | Dinner Recipes | Lunch Recipes | Appetizer & Salad Recipes,Side dish|Entertaining|Appetizer|Dinner|Lunch|Main dish|Savory |Seafood|Fish
1183,Gluten-Free Broccoli and Tofu Crispy Stir-Fry,en-us,Lays,https://www.tastyrewards.com/en-us/recipes/gluten-free-broccoli-and-tofu-crispy-stir-fry,Snack Recipes | Meal Time Recipes | Meal Time Recipes,Savory Recipes | Dinner Recipes | Lunch Recipes,Dinner|Lunch|Main dish|Savory 
2239,Lay's® Ice Cream Sandwiches,en-us,Lays,https://www.tastyrewards.com/en-us/recipes/laysr-ice-cream-sandwiches,Holiday & Special Occasion Recipes | Meal Time Recipes | Snack Recipes,Special Occasion Recipes | Desserts & Sweets Recipes | Sweet Recipes,Sandwich|Desserts|Snack|Treat|Sweet|Birthday
2238,Lay’s® Chocolate Chip Cookies,en-us,Lays,https://www.tastyrewards.com/en-us/recipes/laysr-chocolate-chip-cookies,Dish Type Recipes | Holiday & Special Occasion Recipes | Meal Time Recipes | Snack Recipes,Cookie Recipes | Special Occasion Recipes | Desserts & Sweets Recipes | Sweet Recipes,Desserts|Cookies|Snack|Treat|Sweet|Chocolate|Birthday
2242,Lay’s® Classic Chicken Tenders,en-us,Lays,https://www.tastyrewards.com/en-us/recipes/laysr-classic-chicken-tenders,Holiday & Special Occasion Recipes | Meal Time Recipes | Meal Time Recipes,Game Day Recipes | Dinner Recipes | Lunch Recipes,Dinner|Lunch|Super Bowl|Superbowl|Basketball|Football|Game Day|Main dish|Chicken|Poultry|Birthday|Meat
2244,Lay’s® Crusted Chicken Sandwich,en-us,Lays,https://www.tastyrewards.com/en-us/recipes/laysr-crusted-chicken-sandwich,Holiday & Special Occasion Recipes | Meal Time Recipes | Meal Time Recipes,Game Day Recipes | Dinner Recipes | Lunch Recipes,Sandwich|Dinner|Lunch|Super Bowl|Superbowl|Basketball|Football|Game Day|Main dish|Chicken|Poultry|Meat
2237,Lay’s® Flamin’ Hot Spicy Chicken Sandwich,en-us,Lays,https://www.tastyrewards.com/en-us/recipes/laysr-flamin-hot-spicy-chicken-sandwich,Holiday & Special Occasion Recipes | Meal Time Recipes | Meal Time Recipes | Snack Recipes,Game Day Recipes | Dinner Recipes | Lunch Recipes | Spicy Recipes,Sandwich|Dinner|Lunch|Super Bowl|Superbowl|Basketball|Football|Game Day|Main dish|Chicken|Poultry|Spicy|Meat
2243,Lay’s® Flamin’ Hot® Dill Pickle Crusted Pickles,en-us,Lays,https://www.tastyrewards.com/en-us/recipes/laysr-flamin-hotr-dill-pickle-crusted-pickles,Holiday & Special Occasion Recipes | Meal Time Recipes | Snack Recipes | Snack Recipes | Snack Recipes,Game Day Recipes | Appetizer & Salad Recipes | Bite Size Recipes | Savory Recipes | Spicy Recipes,Side dish|Entertaining|Appetizer|Super Bowl|Superbowl|Basketball|Football|Game Day|Snack|Treat|Spicy|Savory 
2250,LAY’S® Green Bean Casserole,en-us,Lays,https://www.tastyrewards.com/en-us/recipes/laysr-green-bean-casserole,Dish Type Recipes | Meal Time Recipes | Holiday & Special Occasion Recipes,Casserole Recipes | Dinner Recipes | Thanksgiving Recipes,Dinner|Thanksgiving|Casserole|Fall|Main dish|Vegetables
2254,LAY’S® Milk Chocolate Tart with Potato Chip Crust,en-us,Lays,https://www.tastyrewards.com/en-us/recipes/laysr-milk-chocolate-tart-potato-chip-crust,Meal Time Recipes | Snack Recipes | Holiday & Special Occasion Recipes | Holiday & Special Occasion Recipes,Desserts & Sweets Recipes | Sweet Recipes | Special Occasion Recipes | Festive Recipes,Christmas|Holidays|Winter|Desserts|Snack|Treat|Sweet|Chocolate|Pie
2240,Lay’s® Salt & Vinegar Mac n Cheese,en-us,Lays,https://www.tastyrewards.com/en-us/recipes/laysr-salt-vinegar-mac-n-cheese,Meal Time Recipes | Meal Time Recipes | Snack Recipes,Dinner Recipes | Lunch Recipes | Cheesy Recipes,Cheese|Cheesy|Dinner|Lunch|Mac and Cheese|Main dish|Pasta
