ID,Title,Link,Image,Description,Ingredients,Directions,Prep Time,Cook Time,Video,Related Recipes,Average Ratings,Num Ratings,Date
5150,Salsa au piment chipotle,https://www.tostitos.ca/fr/recipes/salsa-au-piment-chipotle,recipe_french_hd_chipotle-salsa.jpg,," 1/4 tasse de coriandre fraîche hachée finement
3 c. à soupe de jus de lime
1 1/2 c. à soupe de piment chipotle haché
1 1/2 c. à thé de cumin moulu
1 pot de salsa Tostitos®
1 sac de chips tortilla Tostitos® Style restaurant","Mélanger tous les ingrédients.
Refroidir avant de servir.
Garnir à votre goût.",10 minutes,,,"salsa-aux-haricots-noirs-avocat-et-lime,trempette-jardiniere-a-la-lime,salsa-piquante",3,1,2016-02-11 13:31:52
5151,Trempette jardinière à la lime,https://www.tostitos.ca/fr/recipes/trempette-jardinière-à-la-lime,recipe_french_hd_garden-lime-dip.jpg,,"1 avocat coupé en petits morceaux
1 oignon rouge, coupé en dés
3 c. à soupe de jus de lime
1 pot de salsa Tostitos®
1 sac de chips tortilla Tostitos® Zeste de lime","Mélanger tous les ingrédients.
Servir immédiatement.",10 minutes,,,"salsa-aux-haricots-noirs-avocat-et-lime,salsa-au-piment-chipotle,salsa-piquante",4,1,2016-02-11 13:31:52
5152,Trempette aux épinards pour les tout-petits,https://www.tostitos.ca/fr/recipes/trempette-aux-épinards-pour-les-tout-petits,recipe_french_2_hd_lil-tots-spinach-dip.jpg,,"4 carottes miniatures
4 branches de céleri coupées en bâtonnets
1 pot de trempette aux épinards Tostitos®","Verser la trempette aux épinards dans des petits bols.
Placer les légumes dans la trempette.",5 minutes,,,"salsa-aux-epinards,salade-de-fruits-onctueuse-a-la-cannelle,scoopsr-cesar",2,2,2016-02-11 13:31:52
5153,Salsa piquante,https://www.tostitos.ca/fr/recipes/salsa-piquante,recipe_french_hd_zesty-salsa.jpg,,"6 oignons verts hachés
1 tasse de fromage Monterey Jack râpé
1 piment jalapeño, haché finement
 1/2 boîte d'olives tranchées
 1/4 tasse de vinaigrette italienne
1 pot de salsa Tostitos®
1 sac de chips tortilla Tostitos® Style restaurant","Mélanger tous les ingrédients dans un bol.
Réfrigérer avant de servir, si vous le désirez.",10 minutes,,,"salsa-aux-haricots-noirs-avocat-et-lime,salsa-au-piment-chipotle,trempette-jardiniere-a-la-lime",4,3,2016-02-11 13:31:52
5154,Trempette forte à l'oignon et au parmesan,https://www.tostitos.ca/fr/recipes/trempette-forte-à-loignon-et-au-parmesan,recipe_french_2_hd_hot-onion-and-parmesan-dip.jpg,"Riche et crémeux, ce délice fromagé décadent accompagne à la perfection toutes les chips tortilla Tostitos&reg;.","1 paquet de fromage à la crème
1 tasse de mayonnaise
2 oignons jaunes, hachés finement
1 tasse de fromage parmesan râpé
2 c. à thé de sauce piquante
2 c. à thé de sauce Worcestershire
1 sac de chips tortilla Tostitos® Scoops!®","Mélanger le fromage à la crème et la mayonnaise dans un grand bol.
Ajouter le reste des ingrédients.
Verser le mélange dans un plat peu profond résistant à la chaleur.
Cuire au four à 450° F (230° C) environ 15 minutes.",10 minutes,,,"fricassee-de-brocolis-aux-oeufs,tostitosr-scoopsr-au-fromage-bleu,artichauts-au-gratin",4,1,2016-02-11 13:31:52
5155,Trempette aux tomates séchées et aux poivrons rouges rôtis,https://www.tostitos.ca/fr/recipes/trempette-aux-tomates-séchées-et-aux-poivrons-rouges-rôtis,recipe_french_hd_sundried-tomato-and-roasted-red-pepper-dip.jpg,," 1/4 tasse de tomates séchées, égouttées et hachées
 1/4 tasse de poivrons rouges rôtis, égouttés et hachés
1 échalote, hachée
1 1/2 c. à soupe de vinaigre de vin rouge
 1/4 tasse d'huile d'olive
1 sac de chips tortilla Tostitos® Multigrain","Mélanger tous les ingrédients.
Réfrigérer avant de servir.",10 minutes,,,"trempette-au-fromage-et-aux-poivrons-rouges-rotis,boulettes-de-boeuf-et-mozzarella,bouchees-a-la-mozzarella-de-buffle",3,1,2016-02-11 13:31:52
5156,Salsa aux épinards,https://www.tostitos.ca/fr/recipes/salsa-aux-épinards,recipe_french_hd_salsa-spinach-dip.jpg,,"1 oignon jaune, coupé en dés
1 gousse d'ail, haché finement
1 paquet de fromage à la crème
1 paquet d'épinards, hachés
1 pot de salsa Tostitos®
1 sac de chips tortilla Tostitos® Petites bouchées rondes","Faire revenir l'oignon et l'ail dans un poêlon.
Ajouter le reste des ingrédients et cuire à feu doux jusqu'à ce que le mélange soit bien chaud.
Servir immédiatement.",10 minutes,,,"trempette-jardiniere-a-la-lime,trempette-aux-epinards-pour-les-toutpetits,scoopsr-cesar",3,1,2016-02-11 13:31:52
5157,Salade de fruits onctueuse à la cannelle,https://www.tostitos.ca/fr/recipes/salade-de-fruits-onctueuse-à-la-cannelle,recipe_french_hd_creamy-cinnamon-fruit-scoops.jpg,,"5 tasses de fruits frais assortis, coupés en petits morceaux
1 pot de yogourt à la vanille faible en gras
4 c. à soupe de sucre
1 c. à soupe de cannelle moulue
1 sac de chips tortilla Tostitos® Scoops!®","Mélanger les fruits dans un bol et les mettre dans les Scoops.
Recouvrir de yogourt et saupoudrer de cannelle et de sucre.",10 minutes,,https://www.youtube.com/watch?v=N_hYg3w7ISM,"salsa-froide-au-melon,scoopssuprsup-a-lavocat-et-aux-canneberges,pico-de-gallo-au-melon",4,1,2016-02-11 13:31:52
5158,Salsa froide au melon,https://www.tostitos.ca/fr/recipes/salsa-froide-au-melon,recipe_french_hd_cold-melon-salsa.jpg,," 1/2  melon miel
1 cantaloup
 1/4  de piment jalapeño
 1/4  tasse de coriandre fraîche
2 c. à soupe de jus de lime frais
1 pot de salsa Tostitos®
1 sac de chips tortilla Tostitos® Scoops!® Cuites au four!","Couper finement tous les ingrédients frais.
Dans un grand bol de service, mélanger la salsa, le jus de lime et les ingrédients frais coupés.
Égoutter si nécessaire et réfrigérer avant de servir.",10 minutes,,,"salade-de-fruits-onctueuse-a-la-cannelle,scoopssuprsup-a-lavocat-et-aux-canneberges,trempette-jardinière-façon-gaspacho",3,1,2016-02-11 13:31:52
5159,Bouchées de Brie sauce canneberges,https://www.tostitos.ca/fr/recipes/bouchées-de-brie-sauce-canneberges,recipe_french_hd_brie-and-cranberry-bites.jpg,,"1 fromage Brie, coupé en fines tranches
2 tasses de sauce aux canneberges
1 sac de chips tortilla Tostitos® Scoops!®","Remplir les Scoops de petites tranches de Brie et de sauce aux canneberges.
Servir chaud ou froid, au goût.",5 minutes,,https://www.youtube.com/watch?v=ePze4FA6fDU,"bouchees-a-la-mozzarella-de-buffle,scoopssuprsup-a-lavocat-et-aux-canneberges,scoopsr-cesar",3,6,2016-02-11 13:31:52
5160,Scoops!® à l'avocat et aux canneberges,https://www.tostitos.ca/fr/recipes/scoops®-à-lavocat-et-aux-canneberges,recipe_french_hd_cranberryavocado-scoopsr.jpg,,"1 tasse de canneberges séchées
1 orange (jus)
3 oignons verts, hachés
2 avocats mûrs, hachés
1 sac de chips tortilla Tostitos® Scoops!®","Incorporer les canneberges au jus d'orange.
Ajouter le reste des ingrédients.
Remplir les Scoops du mélange à l'aide d'une cuillère.
Conserver au frigo jusqu'au moment de servir.",10 minutes,,,"bouchees-a-la-mozzarella-de-buffle,salade-de-fruits-onctueuse-a-la-cannelle,bouchees-de-brie-sauce-canneberges",3,4,2016-02-11 13:31:52
5161,Fromage épicé au bœuf haché,https://www.tostitos.ca/fr/recipes/fromage-épicé-au-bœuf-haché,recipe_french_2_hd_spicy-cheese-with-ground-beef.jpg,," 1/2 tasse de poivrons rouges grillés, hachés finement
1 livre de bœuf haché, cuit
1 piment jalapeño, haché finement
3 échalotes, hachées finement
1 tasse de crème sure
 1/2 tasse de fromage feta émietté
1 pot de salsa Tostitos®
1 sac de chips tortilla Tostitos® Style restaurant","Mélanger le bœuf haché et la salsa.
Faire chauffer.
Ajouter tous les autres ingrédients.
Verser le mélange dans un bol résistant à la chaleur et saupoudrer du fromage.
Mettre au four quelques minutes jusqu'à ce que le tout soit bien chaud.",10 minutes,,,"trempette-au-fromage-et-aux-poivrons-rouges-rotis,boulettes-de-boeuf-et-mozzarella,trempette-salsa-et-bacon",4,1,2016-02-11 13:31:52
5162,Trempette étagée aux haricot frits,https://www.tostitos.ca/fr/recipes/trempette-étagée-aux-haricot-frits,recipe_french_hd_girlfriendfriendly-dip.jpg,,"2 boîtes de haricots frits sans gras
1 paquet de fromage à la crème léger
1 paquet de crème sure légère
1 paquet d'assaisonnement du Sud-Ouest, au goût
1 gousse d'ail pressée
1 paquet de fromage mexicain léger, râpé
1 pot de salsa Tostitos®
1 sac de chips tortilla Tostitos® Petites bouchées rondes à faible teneur en sodium","Étendre les haricots frits dans le fond d'un plat résistant à la chaleur.
Dans un bol, mélanger le reste des ingrédients (à l'exception de la salsa) et verser sur les haricots frits.
Recouvrir de fromage râpé et cuire jusqu'à ce que le fromage soit fondu.
Recouvrir de salsa avant de servir.",10 minutes,,,"trempette-savoureuse-aux-haricots,salsa-aux-haricots-noirs-avocat-et-lime,nachos-vegetariens-savoureux",4,1,2016-02-11 13:31:52
5163,Nachos végétariens savoureux,https://www.tostitos.ca/fr/recipes/nachos-végétariens-savoureux,recipe_french_hd_savoury-veggie-nachos.jpg,,"1 oignon, haché finement
1 boîte de haricots, égouttés et rincés
1 poivron vert, haché
1 tasse de fromage cheddar râpé
1 pot de salsa Tostitos®
1 sac de chips tortilla Tostitos® Multigrain","Placer les chips tortilla Tostitos® dans un bol résistant à la chaleur.
Recouvrir de tous les ingrédients.
Cuire au four jusqu'à ce que le fromage soit fondu.",10 minutes,,,"nachos-au-fromage-et-au-chili,trempette-taco-con-queso,trempette-etagee-aux-haricot-frits",2,2,2016-02-11 13:31:52
5164,Scoops!® César,https://www.tostitos.ca/fr/recipes/scoops®-césar,recipe_french_hd_caesar-scoopsr.jpg,,"1 Laitue romaine, hachée finement
Fromage mozzarella râpé
1 sac de chips tortilla Tostitos® Scoops!®","Placer la laitue romaine finement hachée dans les chips tortilla Tostitos® Scoops!®.
Garnir de fromage et servir immédiatement.",10 minutes,,,"trempette-jardiniere-a-la-lime,trempette-aux-epinards-pour-les-toutpetits,trempette-etagee-aux-haricot-frits",5,1,2016-02-11 13:31:52
5165,Trempette jardinière façon gaspacho,https://www.tostitos.ca/fr/recipes/trempette-jardinière-façon-gaspacho,recipe_french_hd_garden-gazpacho-dip.jpg,,"1 concombre, pelé, épépiné et coupé en dés
 1/2 poivron jaune, épépiné et coupé en dés
 1/2 poivron vert, épépiné et coupé en dés
1 petit oignon rouge, coupé en dés
1 gousse d'ail, émincée
1 c. à soupe de jus de lime
 1/4 tasse de persil frais émincé (facultatif)
1 pot de 473 ml de salsa Tostitos®
1 sac de chips tortilla Tostitos® Multigrain","Dans un grand bol, combiner tous les ingrédients à l'exception du persil.
Réfrigérer 15 minutes pour permettre aux saveurs de se mélanger.
À l'aide d'une cuillère, garnir les chips tortilla Tostitos® Scoops!® du mélange froid.
Saupoudrer de persil.
Servir immédiatement.",20 minutes,,,"trempette-jardiniere-a-la-lime,salsa-aux-epinards,trempette-etagee-aux-haricot-frits",4,2,2016-02-11 13:31:52
5166,Tostitos® Scoops!® au fromage bleu,https://www.tostitos.ca/fr/recipes/tostitos®-scoops®-au-fromage-bleu,recipe_french_hd_blue-cheese-scoopsr.jpg,,"1 tasse de mayonnaise
 1/2 tasse de crème sure
 3/4 tasse de fromage bleu émietté
2 c. à soupe de jus de citron
1 poivron rouge coupé en dés
1 sac de chips tortilla Tostitos® Scoops!®","Mélanger tous les ingrédients à l'exception du poivron rouge.
Remplir chaque Scoops du mélange à l'aide d'une cuillère.
Garnir de poivron rouge.
Servir immédiatement.",10 minutes,,,"fricassee-de-brocolis-aux-oeufs,trempette-forte-a-loignon-et-au-parmesan,trempette-fromage-bleu-et-ciboulette",4,1,2016-02-11 13:31:52
5167,Artichauts au gratin,https://www.tostitos.ca/fr/recipes/artichauts-au-gratin,recipe_french_hd_artichoke-gratin.jpg,,"1 tasse de mayonnaise
1 tasse de parmesan
1 tasse de fromage à la crème
1 ou 2 gousses d'ail hachées
1 tasse de fromage Monterey Jack râpé
1 3/4 tasse (400 g) de cœurs d'artichauts en boîte, hachés
1 pot de salsa Tostitos®
1 sac de Chips tortilla Tostitos® Scoops!®","Préchauffer le four à 350 °F.
Mélanger tous les ingrédients sauf la moitié du fromage Monterey Jack.
À l'aide d'une cuillère à thé, garnir chaque chip tortilla Tostitos® Scoops!® du mélange, puis saupoudrer du reste du fromage.
Faire cuire à 350 °F pendant 5 minutes.
Garnir de salsa Tostitos® et servir.",15 minutes,,,"trempette-savoureuse-aux-haricots,nachos-aux-haricots-noirs,bouchees-de-brie-sauce-canneberges",3,2,2016-02-11 13:31:52
5168,Scoops!® Multigrain à l'avocat et aux tomates cerise,https://www.tostitos.ca/fr/recipes/scoops®-multigrain-à-lavocat-et-aux-tomates-cerise,recipe_french_hd_avocado-and-cherry-tomato-multigrain-scoops.jpg,,"2 avocats écrasés
⅓ tasse de yogourt
8 gouttes de sauce piquante
2 tasses de tomates cerise coupées grossièrement
 1/2 petit oignon rouge finement haché
 1/4 tasse de coriandre fraîche hachée
2 c. à soupe de jus de citron frais
Sel et poivre
1 sac de chips tortilla Tostitos® Scoops!® Multigrain","Dans un bol, réduire l'avocat en purée.
Y incorporer le yogourt et mélanger.
Ajouter la sauce piquante, au goût.
Dans un autre bol, mélanger les tomates, l'oignon, la coriandre et le jus de citron.
Assaisonner de sel et de poivre.
Mettre une cuillérée du mélange d'avocat dans chaque chip tortilla Scoops!®, garnir du mélange de tomates, puis servir.",10 minutes,,,"bouchees-a-la-mozzarella-de-buffle,scoopsr-cesar,salsa-tomate-et-avocat",4,3,2016-02-11 13:31:52
5169,Roulés de jambon avec salsa cuits au four,https://www.tostitos.ca/fr/recipes/roulés-de-jambon-avec-salsa-cuits-au-four,recipe_french_hd_baked-salsa-ham-rollups.jpg,," 1/2 tasse (125 ml) de fromage à la crème léger ramolli
2 oignons verts tranchés
 1/4 c. à thé (1 ml) de sel
4 grosses tortillas au maïs
12 tranches de jambon Forêt Noire écrouté
 1/4 c. à thé (1 ml) de poivre
 1/2 tasse (125 ml) de salsa Tostitos®
 1/2 sac de chips tortilla Tostitos® Multigrain, grossièrement cassées","Dans un petit bol, mélanger le fromage, les chips tortilla Tostitos® Multigrain, les oignons, le sel et le poivre.
Étendre uniformément sur les tortillas au maïs.
Ajouter la salsa Tostitos®.
Disposer 3 tranches de jambon sur chaque tortilla au maïs et rouler serré.
Faire cuire sur une plaque de cuisson à 400 °F jusqu'à ce que les bouts des roulés soient dorés, c'est&#8209;à&#8209;dire environ 10 minutes.
Couper chaque roulé en deux à la diagonale.
Servir chaud",10 minutes,,,"nachos-au-fromage-et-au-chili,bouchees-a-la-mozzarella-de-buffle,trempette-au-poulet-a-litalienne",3,2,2016-02-11 13:31:52
5170,Trempette fromage bleu et ciboulette,https://www.tostitos.ca/fr/recipes/trempette-fromage-bleu-et-ciboulette,recipe_french_hd_blue-cheese-and-chive-dip.jpg,,"2 tasses de crème sure
1 1/2 tasse de mayonnaise
 1/4 c. à thé de sel
 1/4 tasse d 'oignon doux haché grossièrement
1 1/2 tasse de fromage bleu émietté
2 c. à thé de ciboulette finement hachée
 1/4 c. à thé de poivre
1 sac de chips tortilla Tostitos® Petites bouchées rondes à faible teneur en sodium","Mélanger bien comme il faut la crème sure, la mayonnaise, le sel et le poivre.
Incorporer délicatement l'oignon doux et le fromage bleu.
Saupoudrer de ciboulette.",5 minutes,,,"bouchees-de-brie-sauce-canneberges,trempette-jardiniere-facon-gaspacho,bouchees-domelette-de-louest",3,2,2016-02-11 13:31:52
5171,Bouchées de brie aux pacanes,https://www.tostitos.ca/fr/recipes/bouchées-de-brie-aux-pacanes,recipe_french_hd_brie-and-pecan-bites.jpg,,"Brie
Confiture d'abricots
Pacanes hachées
1 sac de chips tortilla Tostitos® Scoops!®","Remplir de brie chacune des chips tortilla Tostitos® Scoops!®, puis couvrir de confiture d'abricots.
Saupoudrer de pacanes et faire griller au four jusqu'à ce que le fromage soit fondu.
Faire attention à ne pas brûler.",10 minutes,,,"trempette-aux-epinards-pour-les-toutpetits,trempette-jardiniere-facon-gaspacho,trempette-fromage-bleu-et-ciboulette",4,3,2016-02-11 13:31:52
5186,Trempette pur délice végé,https://www.tostitos.ca/fr/recipes/trempette-pur-délice-végé,recipe_french_hd_veggie-delight-dip.jpg,," 1/2 tasse de crème sure
 1/2 tasse de fromage à la crème
1 gros oignon doux haché
 1/4 tasse de champignons frais hachés
1 c. à thé de persil frais haché
1 c. à thé de basilic frais haché
1 c. à thé de coriandre fraîche hachée
 1/2 tasse d'épinards frais hachés
1  1/2 tasse de fromage feta émietté
 1/2 c. à thé de sel
 1/2 c. à thé de poivre
1 sac de chips tortilla Tostitos® Scoops!® Cuites au four!","Bien mélanger la crème sure et le fromage à la crème.
Incorporer délicatement l'oignon, les champignons, le persil, le basilic, la coriandre, les épinards, le sel, le poivre et le fromage feta.
Placer les chips tortilla Tostitos® Scoops!® Cuites au four! sur une assiette, garnir d'une cuillérée du mélange, puis servir.
Bon appétit!",15 minutes,,,"scoopsr-cesar,bouchees-de-brie-aux-pacanes,salade-mexicaine",4,2,2016-02-11 13:31:52
5172,Drôles de bestioles,https://www.tostitos.ca/fr/recipes/drôles-de-bestioles,recipe_french_hd_bug-bites.jpg,,"1 paquet de fromage à la crème
Colorant alimentaire
Tranches de pomme verte ou rouge
Bonbons en morceaux
Amandes en tranches
Bâtons de réglisse tranchés
1 sac de chips tortilla Tostitos® Multigrain rondes","Utiliser le pigment voulu pour colorer le fromage à la crème.
Façonner des petites boules de fromage à la crème et en placer une sur chaque chip tortilla Tostitos® Multigrain rondes.
Ajouter une tranche de pomme par chip pour la bouche, enfoncer des tranches de réglisse pour les antennes, deux tranches d'amande pour les ailes, puis deux petits morceaux de bonbon pour les yeux.
Mine gourmande!",5 minutes,,,"salade-de-fruits-onctueuse-a-la-cannelle,bouchees-au-yogourt-glace,bouchees-gourmandes",5,1,2016-02-11 13:31:52
5173,Salsa aux pois chiches,https://www.tostitos.ca/fr/recipes/salsa-aux-pois-chiches,recipe_french_hd_chickpea-salsa.jpg,,"2 1/2 tasses de pois chiches en conserve, rincés et égouttés
 1/2 c. à thé de sel
1 1/2 c. à thé de cumin
1 gousse d'ail hachée
2 c. à soupe d'huile d'olive extra vierge
1 c. à thé de flocons de piments forts ou un  1/2 piment jalapeño frais finement haché
 1/2 tasse d'olives noires dénoyautées et grossièrement hachées
2 c. à soupe de jus de citron fraîchement pressé
 1/4 tasse de persil plat
Poivre noir fraîchement moulu et sel au goût
1 sac de chips tortilla Tostitos® Scoops!®","Pâte d'ail : Mélanger le sel, l'ail et une  1/2 c.
à thé d'huile d'olive pour préparer la pâte.
Y incorporer les flocons de piments forts ou le  1/2 piment jalapeño.
Transférer dans un petit bol et ajouter le reste de l'huile d'olive.
Réserver.
Dans un bol de grosseur moyenne, mélanger les pois chiches, les olives et le persil.
Y incorporer la pâte d'ail et bien mélanger.
Ajouter le cumin et le jus de citron en mélangeant.
Sel et poivre au goût.",10 minutes,,,"trempette-savoureuse-aux-haricots,salsa-aux-haricots-noirs-avocat-et-lime,trempette-epicee-au-yogourt-et-au-concombre",4,1,2016-02-11 13:31:52
5174,Trempette croquante,https://www.tostitos.ca/fr/recipes/trempette-croquante,recipe_french_hd_chunky-dip.jpg,,"1 tasse de fromage à la crème ramolli
 1/2 tasse de fromage cheddar râpé
 1/2 tasse de mayonnaise
 1/2 tasse de pommes (rouges ou vertes) coupées en petits morceaux
1 sac de chips tortilla Tostitos® Multigrain rondes","Bien mélanger le fromage à la crème et la mayonnaise.
Incorporer délicatement le fromage cheddar et les pommes.
Servir avec des chips tortilla Tostitos® Multigrain rondes.",10 minutes,,,"trempette-forte-a-loignon-et-au-parmesan,trempette-jardiniere-facon-gaspacho,bouchees-au-fromage-de-chevre-et-fines-herbes",4,2,2016-02-11 13:31:52
5175,Bouchées au yogourt glacé,https://www.tostitos.ca/fr/recipes/bouchées-au-yogourt-glacé,recipe_french_2_hd_froyo-bites.jpg,,"Yogourt glacé (toute saveur)
Sirop de chocolat
1 sac de chips tortilla Tostitos® Scoops!®","Disposer une cuillérée de yogourt glacé sur chaque chip tortilla Scoops®, puis arroser de sirop de chocolat.
Miam!",5 minutes,,https://www.youtube.com/watch?v=UiqoN_TeB9A,"salade-de-fruits-onctueuse-a-la-cannelle,droles-de-bestioles,bouchees-gourmandes",5,1,2016-02-11 13:31:52
