nid,title,langcode,sponsor,url,Category,SubCategory,Keywords
2635,Cheesy Veggie Macaroni Salad,en,Doritos,https://www.tastyrewards.com/en-ca/springactivation/recipes/cheesy-veggie-macaroni-salad,Dish Type Recipes | Holiday & Special Occasion Recipes | Meal Time Recipes,Salad Recipes | Spring & Easter Recipes | Appetizer & Salad Recipes,Appetizer|Easter|Spring|Summer|Holidays|Entertaining|Mac and Cheese|Pasta|Salad|Vegetables|Cold|Easy|Quick|Side dish
2641,Doritos<sup>®</sup> Taco Salad Bowl,en,Doritos,https://www.tastyrewards.com/en-ca/springactivation/recipes/doritosr-taco-salad-bowl,Meal Time Recipes | Meal Time Recipes | Snack Recipes,Dinner Recipes | Lunch Recipes | Cheesy Recipes,Cheese|Cheesy|Dinner|Lunch|Main dish|Salad|Cold|Cinco de Mayo
2646,Layered & Loaded Doritos<sup>®</sup> Casserole,en,Doritos,https://www.tastyrewards.com/en-ca/springactivation/recipes/layered-loaded-doritosrr-casserole,Dish Type Recipes | Meal Time Recipes,Casserole Recipes | Dinner Recipes,Dinner|Lunch|Casserole|Main dish
1166,No-Bake Fudgy-Chew Cookies,en,Lays,https://www.tastyrewards.com/en-ca/brands/tostitos/recipes/no-bake-fudgy-chew-cookies,Dish Type Recipes | Meal Time Recipes,Cookie Recipes | Desserts & Sweets Recipes,Desserts|Cookies|Sweet
199,Party Cupcakes,en,Lays,https://www.tastyrewards.com/en-ca/brands/tostitos/recipes/party-cupcakes,Holiday & Special Occasion Recipes | Meal Time Recipes,Special Occasion Recipes | Desserts & Sweets Recipes ,Desserts|Sweet|Birthday|Kid Friendly
198,New England Style Clam Chowder,en,Lays,https://www.tastyrewards.com/en-ca/brands/tostitos/recipes/new-england-style-clam-chowder,Meal Time Recipes | Meal Time Recipes,Dinner Recipes | Lunch Recipes,Dinner|Lunch|Main dish
1303,Low Country Pork Tenderloin Hoagie With Buttermilk Mustard Mayo,en,Lays,https://www.tastyrewards.com/en-ca/brands/tostitos/recipes/low-country-pork-tenderloin-hoagie-buttermilk-mustard-mayo,Meal Time Recipes | Meal Time Recipes,Dinner Recipes | Lunch Recipes,Dinner|Lunch|Main dish|Pork|Meat
1305,LAY'S Cheddar and Sour Cream Philly Cheesesteak Sliders,en,Lays,https://www.tastyrewards.com/en-ca/recipes/lays-cheddar-and-sour-cream-philly-cheesesteak-sliders,Meal Time Recipes | Meal Time Recipes,Dinner Recipes | Lunch Recipes,Dinner|Lunch|Main dish|Cheese|Cheesy
1189,LAY’S Sour Cream And Onion Pie,en,Lays,https://www.tastyrewards.com/en-ca/recipes/lays-sour-cream-and-onion-pie,Meal Time Recipes | Meal Time Recipes | Dish Type Recipes,Lunch Recipes | Dinner Recipes | Casserole Recipes,Dinner|Lunch|Casserole|Main dish|Pie
1311,Blackened Chicken Sandwich with Tabasco Mayo,en,Lays,https://www.tastyrewards.com/en-ca/recipes/blackened-chicken-sandwich-tabasco-mayo,Meal Time Recipes | Meal Time Recipes | Snack Recipes,Dinner Recipes | Lunch Recipes | Spicy Recipes,Sandwich|Dinner|Lunch|Main dish|Chicken|Poultry|Spicy|Cinco de Mayo|Meat
1165,White Chocolate Potato Chips,en,Lays,https://www.tastyrewards.com/en-ca/brands/tostitos/recipes/white-chocolate-potato-chips,Meal Time Recipes | Snack Recipes | Snack Recipes,Desserts & Sweets Recipes | Savory Recipes | Sweet Recipes,Desserts|Snack|Treat|Savory |Chocolate
1277,Lemon-Dill Roasted Cauliflower,en,Lays,https://www.tastyrewards.com/en-ca/recipes/lemon-dill-roasted-cauliflower,Meal Time Recipes | Snack Recipes | Snack Recipes,Appetizer & Salad Recipes | Bite Size Recipes | Savory Recipes,Side dish|Entertaining|Appetizer|Snack|Treat|Savory 
1310,Cheesy Baked Cauliflower,en,Lays,https://www.tastyrewards.com/en-ca/brands/tostitos/recipes/cheesy-baked-cauliflower,Snack Recipes | Dish Type Recipes | Meal Time Recipes | Meal Time Recipes | Holiday & Special Occasion Recipes,Cheesy Recipes | Casserole Recipes | Dinner Recipes | Lunch Recipes | Thanksgiving Recipes,Cheese|Cheesy|Dinner|Lunch|Thanksgiving|Casserole|Fall|Main dish
1183,Gluten-Free Broccoli and Tofu Crispy Stir-Fry,en,Lays,https://www.tastyrewards.com/en-ca/brands/tostitos/recipes/gluten-free-broccoli-and-tofu-crispy-stir-fry,Snack Recipes | Meal Time Recipes | Meal Time Recipes,Savory Recipes | Dinner Recipes | Lunch Recipes,Dinner|Lunch|Main dish|Savory 
1275,Fish sticks Breaded in Lay’s<sup>®</sup> Dill Pickle Flavoured Potato Chips,en,Lays,https://www.tastyrewards.com/en-ca/brands/tostitos/recipes/fish-sticks-breaded-laysr-dill-pickle-flavoured-potato-chips,Snack Recipes | Meal Time Recipes | Meal Time Recipes | Meal Time Recipes,Savory Recipes | Dinner Recipes | Lunch Recipes | Appetizer & Salad Recipes,Side dish|Entertaining|Appetizer|Dinner|Lunch|Main dish|Savory |Seafood|Fish
1315,Chocolate-Covered LAY’S<sup>®</sup> Wavy Potato Chips,en,Lays,https://www.tastyrewards.com/en-ca/brands/tostitos/recipes/chocolate-covered-laysr-wavy-potato-chips,Snack Recipes | Snack Recipes | Meal Time Recipes,Bite Size Recipes | Sweet Recipes | Desserts & Sweets Recipes,Entertaining|Desserts|Snack|Treat|Sweet|Chocolate|Birthday
104,BBQ Pulled Pork Sliders,en,Lays,https://www.tastyrewards.com/en-ca/recipes/bbq-pulled-pork-sliders,Holiday & Special Occasion Recipes | Meal Time Recipes,Game Day Recipes | Appetizer & Salad Recipes,Pork|Meat|Poultry|Appetizer|Super Bowl|Superbowl|Entertaining|Football|Game Day|Kid friendly|Birthday|Easy|Quick|Side dish
105,Salt & Vinegar Potato Chip Mac and Cheese,en,Lays,https://www.tastyrewards.com/en-ca/recipes/salt-vinegar-potato-chip-mac-and-cheese,Holiday & Special Occasion Recipes | Meal Time Recipes,Special Occasion Recipes | Dinner Recipes,Cheese|Cheesy|Dinner|Lunch|Holidays|Entertaining|Mac and Cheese|Pasta|Main dish|Kid friendly|Birthday
2634,Cheesy Baked Cauliflower,en,Lays,https://www.tastyrewards.com/en-ca/springactivation/recipes/cheesy-baked-cauliflower,Snack Recipes | Dish Type Recipes | Meal Time Recipes | Meal Time Recipes,Cheesy Recipes | Casserole Recipes | Dinner Recipes | Lunch Recipes,Cheese|Cheesy|Dinner|Lunch|Casserole|Main dish|Birthday|Kid friendly|Vegetables
488,Best Oatmeal Cookies,en,QUAKER,https://www.tastyrewards.com/en-ca/brands/tostitos/recipes/best-oatmeal-cookies,Dish Type Recipes | Meal Time Recipes,Cookie Recipes | Desserts & Sweets Recipes,Desserts|Cookies|Oats|Sweet
205,Sparkling Snowflake Cookies,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/sparkling-snowflake-cookies,Dish Type Recipes | Meal Time Recipes | Holiday & Special Occasion Recipes,Cookie Recipes | Desserts & Sweets Recipes | Special Occasion Recipes | Festive Recipes,Christmas|Holidays|Winter|Desserts|Cookies|Sweet|Kid friendly
339,Classic Meatloaf,en,QUAKER,https://www.tastyrewards.com/en-ca/brands/tostitos/recipes/classic-meatloaf,Dish Type Recipes | Meal Time Recipes | Holiday & Special Occasion Recipes,Casserole Recipes | Dinner Recipes | Festive Recipes,Christmas|Holidays|Winter|Dinner|Casserole|Main dish
374,Prize-Winning Meatloaf,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/prize-winning-meatloaf,Dish Type Recipes | Meal Time Recipes | Holiday & Special Occasion Recipes,Casserole Recipes | Dinner Recipes | Festive Recipes,Christmas|Holidays|Winter|Dinner|Casserole|Main dish
388,Vanishing Oatmeal Raisin Cookies,en,QUAKER,https://www.tastyrewards.com/en-ca/brands/tostitos/recipes/vanishing-oatmeal-raisin-cookies,Dish Type Recipes | Meal Time Recipes | Holiday & Special Occasion Recipes,Cookie Recipes | Desserts & Sweets Recipes | Festive Recipes,Christmas|Holidays|Winter|Desserts|Cookies|Oats|Sweet
460,Famous Oatmeal Cookies,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/famous-oatmeal-cookies,Dish Type Recipes | Meal Time Recipes | Holiday & Special Occasion Recipes,Cookie Recipes | Desserts & Sweets Recipes | Thanksgiving Recipes,Desserts|Cookies|Thanksgiving|Fall|Oats|Sweet
312,Apple Streusel Baked Oat Pancake,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/apple-streusel-baked-oat-pancake,Dish Type Recipes | Meal Time Recipes | Snack Recipes,Casserole Recipes | Desserts & Sweets Recipes | Sweet Recipes,Fruit|Desserts|Snack|Treat|Casserole|Oats|Sweet
1249,Mixed Berry Overnight Oats,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/mixed-berry-overnight-oats,Dish Type Recipes | Meal Time Recipes | Snack Recipes,Overnight Oats Recipes | Breakfast & Brunch Recipes | Sweet Recipes,Breakfast|Eggs|Snack|Treat|Oats|Sweet
1250,Peanut Butter & “Jam” Overnight Oats,en,QUAKER,https://www.tastyrewards.com/en-ca/brands/tostitos/recipes/peanut-butter-jam-overnight-oats,Dish Type Recipes | Meal Time Recipes | Snack Recipes,Overnight Oats Recipes | Breakfast & Brunch Recipes | Sweet Recipes,Breakfast|Eggs|Snack|Treat|Oats|Sweet
1941,"Oatmeal, Raisin & Date Overnight Oats",en,QUAKER,https://www.tastyrewards.com/en-ca/brands/tostitos/recipes/oatmeal-raisin-date-overnight-oats,Dish Type Recipes | Meal Time Recipes | Snack Recipes,Overnight Oats Recipes | Breakfast & Brunch Recipes | Sweet Recipes,Breakfast|Eggs|Snack|Treat|Oats|Sweet
481,Cinnamon Apple Crumble,en,QUAKER,https://www.tastyrewards.com/en-ca/brands/tostitos/recipes/cinnamon-apple-crumble,Dish Type Recipes | Meal Time Recipes | Snack Recipes | Holiday & Special Occasion Recipes | Holiday & Special Occasion Recipes,Casserole Recipes | Desserts & Sweets Recipes | Sweet Recipes | Thanksgiving Recipes | Halloween Recipes,Fruit|Desserts|Halloween|Thanksgiving|Snack|Treat|Casserole|Fall|Sweet
441,Jack-Oat-Lantern Pops,en,QUAKER,https://www.tastyrewards.com/en-ca/brands/tostitos/recipes/jack-oat-lantern-pops,Holiday & Special Occasion Recipes | Snack Recipes | Meal Time Recipes,Halloween Recipes | Sweet Recipes | Desserts & Sweets Recipes,Desserts|Halloween|Snack|Treat|Fall|Oats|Sweet
1,Fresh Start Muffins,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/fresh-start-muffins,Meal Time Recipes | Snack Recipes,Desserts & Sweets Recipes | Sweet Recipes,Desserts|Snack|Treat|Muffins|Sweet
332,Zesty Garlic Crunch Snack Mix,en,QUAKER,https://www.tastyrewards.com/en-ca/brands/tostitos/recipes/zesty-garlic-crunch-snack-mix,Meal Time Recipes | Snack Recipes,Desserts & Sweets Recipes | Sweet Recipes,Crunchy|Desserts|Snack|Treat|Sweet
358,Terrific Trail Mix,en,QUAKER,https://www.tastyrewards.com/en-ca/brands/tostitos/recipes/terrific-trail-mix,Meal Time Recipes | Snack Recipes,Desserts & Sweets Recipes | Sweet Recipes,Desserts|Snack|Treat|Sweet
431,Not-So-Sinful Brownies,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/not-so-sinful-brownies,Meal Time Recipes | Snack Recipes,Desserts & Sweets Recipes | Sweet Recipes,Desserts|Snack|Treat|Sweet|Brownies|Chocolate
469,Favourite Oatmeal Pancakes,en,QUAKER,https://www.tastyrewards.com/en-ca/brands/tostitos/recipes/favourite-oatmeal-pancakes,Meal Time Recipes | Snack Recipes,Breakfast & Brunch Recipes | Sweet Recipes,Breakfast|Eggs|Snack|Treat|Oats|Sweet
495,Choco Peanut Butter Bars,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/choco-peanut-butter-bars,Meal Time Recipes | Snack Recipes,Desserts & Sweets Recipes | Sweet Recipes,Desserts|Snack|Treat|Bars|Sweet|Chocolate
236,Maple Apple Oatmeal,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/maple-apple-oatmeal,Meal Time Recipes | Snack Recipes | Meal Time Recipes,Breakfast & Brunch Recipes | Sweet Recipes | Desserts & Sweets Recipes,Fruit|Breakfast|Eggs|Desserts|Snack|Treat|Oats|Sweet
97,Chewy Oatmeal Cookies,en,QUAKER,https://www.tastyrewards.com/en-ca/recettes/biscuits-tendres-au-gruau,Dish Type Recipes | Snack Recipes | Meal Time Recipes,Cookie Recipes | Sweet Recipes | Desserts & Sweets Recipes,Cookies|Desserts|Oats|Sweet|Treat|Birthday|Kid friendly|Snack
99,Honey Lemon Tea Loaf,en,QUAKER,https://www.tastyrewards.com/en-ca/recettes/pain-au-au-citron-et-au-miel,Holiday & Special Occasion Recipes | Meal Time Recipes | Snack Recipes,Special Occasion Recipes | Desserts & Sweets Recipes | Sweet Recipes,Cake|Desserts|Holidays|Entertaining|Treat
144,Pumpkin Spice Bread,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/pumpkin-spice-bread,Holiday & Special Occasion Recipes | Meal Time Recipes | Snack Recipes | Holiday & Special Occasion Recipes,Special Occasion Recipes | Desserts & Sweets Recipes | Sweet Recipes | Thanksgiving Recipes,Thanksgiving|Fall|Entertaining|Bread|Desserts|Holidays|Entertaining|Sweet|Treat
169,Caramel-Topped Cheesecake with Oat Pecan Crust,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/caramel-topped-cheesecake-oat-pecan-crust,Holiday & Special Occasion Recipes | Meal Time Recipes | Snack Recipes,Special Occasion Recipes | Desserts & Sweets Recipes | Sweet Recipes,Cheese|Cheesy|Desserts|Holidays|Entertaining|Oats|Sweet|Treat
204,Holiday Cookie Surprises,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/holiday-cookie-surprises,Dish Type Recipes | Snack Recipes | Meal Time Recipes| Holiday & Special Occasion Recipes,Cookie Recipes | Sweet Recipes | Desserts & Sweets Recipes | Festive Recipes,Cookies|Desserts|Holidays|Entertaining|Christmas|Winter|Sweet|Treat|Kid friendly|Snack
215,Overnight Steel Cut Oats Muesli,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/overnight-steel-cut-oats-muesli,Meal Time Recipes | Snack Recipes,Breakfast & Brunch Recipes | Savory Recipes,Breakfast|Oats|Savory 
216,Oatmeal Benedict,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/oatmeal-benedict,Meal Time Recipes | Snack Recipes,Breakfast & Brunch Recipes | Savory Recipes,Breakfast|Oats|Savory |Eggs
217,"Medjool Date, Apricot and Almond Chai Oatmeal Breakfast Squares",en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/medjool-date-apricot-and-almond-chai-oatmeal-breakfast-squares,Meal Time Recipes | Snack Recipes | Meal Time Recipes,Breakfast & Brunch Recipes | Sweet Recipes | Desserts & Sweets Recipes,Breakfast|Desserts|Oats|Sweet|Treat|Fruit
218,Warm Eggnog Oatmeal,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/warm-eggnog-oatmeal,Meal Time Recipes | Snack Recipes | Meal Time Recipes | Holiday & Special Occasion Recipes,Breakfast & Brunch Recipes | Sweet Recipes | Desserts & Sweets Recipes | Festive Recipes,Breakfast|Eggs|Desserts|Holidays|Entertaining|Christmas|Winter|Oats|Sweet|Treat|Hot
219,Summer Berry Oatmeal Parfait,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/summer-berry-oatmeal-parfait,Meal Time Recipes | Snack Recipes | Meal Time Recipes,Breakfast & Brunch Recipes | Sweet Recipes | Desserts & Sweets Recipes,Breakfast|Summer|Desserts|Oats|Sweet|Treat|Fruit
220,Red Velvet Oatmeal,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/red-velvet-oatmeal,Meal Time Recipes | Snack Recipes | Meal Time Recipes,Breakfast & Brunch Recipes | Sweet Recipes | Desserts & Sweets Recipes,Breakfast|Desserts|Oats|Sweet|Treat|Kid friendly
221,Bacon and Egg Morning “Risotto”,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/bacon-and-egg-morning-risotto,Meal Time Recipes | Snack Recipes,Breakfast & Brunch Recipes | Savory Recipes,Breakfast|Eggs|Savory |Birthday|Kid friendly
224,Savory Oat Cakes with Tomato Onion Salad,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/savory-oat-cakes-tomato-onion-salad,Snack Recipes | Dish Type Recipes,Savory Recipes | Salad Recipes,Cake|Desserts|Oats|Salad|Savory |Vegetables|Vegetarian|Cold|Side dish
225,Hot Cocoa Oatmeal,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/hot-cocoa-oatmeal,Meal Time Recipes | Snack Recipes | Meal Time Recipes,Breakfast & Brunch Recipes | Sweet Recipes | Desserts & Sweets Recipes,Breakfast|Desserts|Oats|Hot|Sweet|Treat|Kid friendly
226,Whole Grain Banana Muffins,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/whole-grain-banana-muffins,Holiday & Special Occasion Recipes | Meal Time Recipes | Snack Recipes,Special Occasion Recipes | Desserts & Sweets Recipes | Sweet Recipes,Desserts|Holidays|Entertaining|Muffins|Sweet|Treat|Fruit|Birthday|Kid friendly
227,Tangy Buttermilk Cheese Bread,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/tangy-buttermilk-cheese-bread,Holiday & Special Occasion Recipes | Snack Recipes,Special Occasion Recipes | Cheesy Recipes,Cheese|Cheesy|Bread|Holidays|Entertaining|Kid friendly|Birthday
228,Scottish Oat Scones,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/scottish-oat-scones,Meal Time Recipes,Breakfast & Brunch Recipes,Breakfast|Oats
229,Apricot Honey Oatmeal,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/apricot-honey-oatmeal,Meal Time Recipes | Snack Recipes | Meal Time Recipes,Breakfast & Brunch Recipes | Sweet Recipes | Desserts & Sweets Recipes,Breakfast|Desserts|Oats|Sweet|Treat|Fruit
230,Wholesome Apple Raisin Muffins,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/wholesome-apple-raisin-muffins,Meal Time Recipes | Snack Recipes | Meal Time Recipes,Breakfast & Brunch Recipes | Sweet Recipes | Desserts & Sweets Recipes,Breakfast|Desserts|Muffins|Sweet|Treat|Fruit
231,Creamy Maple Cranberry Oatmeal,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/creamy-maple-cranberry-oatmeal,Meal Time Recipes | Snack Recipes | Meal Time Recipes,Breakfast & Brunch Recipes | Sweet Recipes | Desserts & Sweets Recipes,Breakfast|Desserts|Oats|Sweet|Treat|Fruit
232,Crunchy Muesli,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/crunchy-muesli,Meal Time Recipes | Snack Recipes | Meal Time Recipes,Breakfast & Brunch Recipes | Sweet Recipes | Desserts & Sweets Recipes,Breakfast|Desserts|Crunchy|Sweet|Treat
233,Streusel Spice Muffins,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/streusel-spice-muffins,Holiday & Special Occasion Recipes | Meal Time Recipes | Snack Recipes,Special Occasion Recipes | Desserts & Sweets Recipes | Sweet Recipes,Desserts|Holidays|Entertaining|Muffins|Sweet|Treat
234,Warm Pralines 'n Cream Muffins,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/warm-pralines-n-cream-muffins,Meal Time Recipes,Breakfast & Brunch Recipes,Breakfast|Muffins
237,Sunshine Morning Granola,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/sunshine-morning-granola,Meal Time Recipes,Breakfast & Brunch Recipes,Breakfast
238,Tropical Granola,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/tropical-granola,Meal Time Recipes,Breakfast & Brunch Recipes,Breakfast|Kid friendly|Oats
239,Cool & Creamy Oatmeal,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/cool-creamy-oatmeal,Meal Time Recipes | Snack Recipes | Meal Time Recipes,Breakfast & Brunch Recipes | Sweet Recipes | Desserts & Sweets Recipes,Breakfast|Desserts|Oats|Sweet|Treat
240,Wholesome Granola,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/wholesome-granola,Meal Time Recipes,Breakfast & Brunch Recipes,Breakfast|Oats
241,Baked Cherry Almond Oatmeal,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/baked-cherry-almond-oatmeal,Meal Time Recipes | Snack Recipes | Meal Time Recipes,Breakfast & Brunch Recipes | Sweet Recipes | Desserts & Sweets Recipes,Breakfast|Desserts|Oats|Sweet|Treat
242,Baked Oatmeal,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/baked-oatmeal,Meal Time Recipes,Breakfast & Brunch Recipes,Breakfast|Oats
244,Cherry Berry Crisps,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/cherry-berry-crisps,Holiday & Special Occasion Recipes | Meal Time Recipes | Snack Recipes,Special Occasion Recipes | Desserts & Sweets Recipes | Sweet Recipes,Desserts|Holidays|Entertaining|Sweet|Treat|Fruit|Crunchy
245,Quaker® Oatmeal Squares Snack Mix,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/quakerr-oatmeal-squares-snack-mix,Holiday & Special Occasion Recipes | Meal Time Recipes | Snack Recipes,Special Occasion Recipes | Desserts & Sweets Recipes | Sweet Recipes,Desserts|Holidays|Entertaining|Oats|Sweet|Treat|Crunchy
247,Blueberry Oat Muffins,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/blueberry-oat-muffins,Holiday & Special Occasion Recipes | Meal Time Recipes | Snack Recipes,Special Occasion Recipes | Desserts & Sweets Recipes | Sweet Recipes,Desserts|Holidays|Entertaining|Oats|Muffins|Sweet|Treat|Kid friendly|Birthday
248,Berry Berry Streusel Bars,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/berry-berry-streusel-bars,Meal Time Recipes,Breakfast & Brunch Recipes,Bars|Breakfast|Fruit
249,BBQ Crunch,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/bbq-crunch,Snack Recipes,Savory Recipes,Crunchy|Savory |Kid friendly|Birthday
253,Peach Cobbler Oatmeal,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/peach-cobbler-oatmeal,Holiday & Special Occasion Recipes | Meal Time Recipes | Snack Recipes,Special Occasion Recipes | Desserts & Sweets Recipes | Sweet Recipes,Desserts|Holidays|Entertaining|Oats|Sweet|Treat|Fruit
254,Peach Muesli With Berries,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/peach-muesli-berries,Meal Time Recipes | Snack Recipes | Meal Time Recipes,Breakfast & Brunch Recipes | Sweet Recipes | Desserts & Sweets Recipes,Breakfast|Desserts|Sweet|Treat|Fruit
255,Christmas Granola,en,QUAKER,https://www.tastyrewards.com/en-ca/recipes/christmas-granola,Meal Time Recipes | Holiday & Special Occasion Recipes,Breakfast & Brunch Recipes | Festive Recipes,Breakfast|Holidays|Entertaining|Christmas|Winter
